Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Packet Length Range,First4Sum,Last4Sum,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT range,Flow Duration,Label
14.14.14.124 13.13.13.124 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,2.0,104876.0,104874.0,307279.0,wikipedia
13.13.13.125 14.14.14.125 40329 1194 17,104,621,1437,517,941,496,0,517,1726.0,134897.0,133171.0,304627.0,wikipedia
14.14.14.125 13.13.13.125 1194 40329 17,104,1342,5297,1238,4138,1159,0,1230,10.0,203985.0,203975.0,409573.0,wikipedia
13.13.13.126 14.14.14.126 40329 1194 17,104,621,1391,517,965,426,0,517,1172.0,160560.0,159388.0,523344.0,wikipedia
14.14.14.126 13.13.13.126 1194 40329 17,112,1342,4892,1230,2959,1933,0,1230,2.0,206980.0,206978.0,511922.0,wikipedia
13.13.13.127 14.14.14.127 40329 1194 17,104,621,1437,517,941,496,0,517,1757.0,87166.0,85409.0,225093.0,wikipedia
14.14.14.127 13.13.13.127 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,4.0,204257.0,204253.0,409650.0,wikipedia
13.13.13.128 14.14.14.128 40329 1194 17,104,621,1437,517,941,496,0,517,13.0,99628.0,99615.0,243383.0,wikipedia
14.14.14.128 13.13.13.128 1194 40329 17,112,1342,5373,1230,4138,1235,0,1230,2.0,104280.0,104278.0,306832.0,wikipedia
13.13.13.129 14.14.14.129 40329 1194 17,104,621,1437,517,941,496,0,517,193.0,149756.0,149563.0,298972.0,wikipedia
14.14.14.129 13.13.13.129 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,1.0,203412.0,203411.0,410720.0,wikipedia
13.13.13.130 14.14.14.130 40329 1194 17,104,621,1437,517,941,496,0,517,11.0,99655.0,99644.0,226771.0,wikipedia
14.14.14.130 13.13.13.130 1194 40329 17,112,1342,5373,1230,4138,1235,0,1230,2.0,105904.0,105902.0,307506.0,wikipedia
13.13.13.131 14.14.14.131 40329 1194 17,104,621,1437,517,941,496,0,517,1818.0,224530.0,222712.0,406278.0,wikipedia
14.14.14.131 13.13.13.131 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,2.0,306481.0,306479.0,412245.0,wikipedia
13.13.13.132 14.14.14.132 40329 1194 17,104,621,1437,517,941,496,0,517,1245.0,133994.0,132749.0,339065.0,wikipedia
14.14.14.132 13.13.13.132 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,2.0,202851.0,202849.0,408952.0,wikipedia
13.13.13.133 14.14.14.133 40329 1194 17,112,112,896,0,448,448,0,0,1360.0,405464.0,404104.0,423962.0,wikipedia
14.14.14.133 13.13.13.133 1194 40329 17,112,112,896,0,448,448,0,0,23.0,409622.0,409599.0,410461.0,wikipedia
13.13.13.134 14.14.14.134 40329 1194 17,104,621,1437,517,941,496,0,517,1846.0,102116.0,100270.0,308539.0,wikipedia
14.14.14.134 13.13.13.134 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,28.0,191937.0,191909.0,411221.0,wikipedia
13.13.13.135 14.14.14.135 40329 1194 17,104,621,1437,517,941,496,0,517,1822.0,202303.0,200481.0,411383.0,wikipedia
14.14.14.135 13.13.13.135 1194 40329 17,112,1342,5375,1230,4138,1237,0,1230,1.0,307084.0,307083.0,410994.0,wikipedia
13.13.13.136 14.14.14.136 40329 1194 17,104,621,1437,517,941,496,0,517,258.0,100436.0,100178.0,242109.0,wikipedia
14.14.14.136 13.13.13.136 1194 40329 17,112,1342,5374,1230,4138,1236,0,1230,2.0,104241.0,104239.0,309022.0,wikipedia
5.5.5.121 6.6.6.121 42210 1194 17,92,609,1993,517,591,1402,0,517,1206.0,198692.0,197486.0,315350.0,linkedin
6.6.6.121 5.5.5.121 1194 42210 17,92,1342,3783,1250,915,2868,0,1250,14.0,110004.0,109990.0,295027.0,linkedin
5.5.5.122 6.6.6.122 42210 1194 17,104,621,1940,517,724,1216,7,378,1851.0,58730.0,56879.0,79479.0,linkedin
6.6.6.122 5.5.5.122 1194 42210 17,104,1342,4322,1238,1422,2900,0,1233,4.0,9780.0,9776.0,10399.0,linkedin
5.5.5.123 6.6.6.123 42210 1194 17,92,609,1431,517,905,526,0,517,1521.0,161927.0,160406.0,385694.0,linkedin
6.6.6.123 5.5.5.123 1194 42210 17,92,1342,6539,1250,2880,3659,0,1250,1.0,193700.0,193699.0,413186.0,linkedin
5.5.5.124 6.6.6.124 42210 1194 17,104,641,1595,537,1004,591,0,537,1973.0,109176.0,107203.0,340908.0,linkedin
6.6.6.124 5.5.5.124 1194 42210 17,92,603,1474,511,571,903,0,499,33.0,103258.0,103225.0,404813.0,linkedin
5.5.5.125 6.6.6.125 42210 1194 17,92,609,1373,517,428,945,0,517,3065.0,160697.0,157632.0,379690.0,linkedin
6.6.6.125 5.5.5.125 1194 42210 17,92,1342,5313,1250,404,4909,0,1238,1.0,204358.0,204357.0,314427.0,linkedin
5.5.5.126 6.6.6.126 42210 1194 17,92,609,1431,517,905,526,0,517,1831.0,132511.0,130680.0,344553.0,linkedin
6.6.6.126 5.5.5.126 1194 42210 17,92,1342,5289,1250,2880,2409,0,1250,1.0,204923.0,204922.0,303353.0,linkedin
5.5.5.127 6.6.6.127 42210 1194 17,92,609,1431,517,905,526,0,517,1773.0,102765.0,100992.0,246576.0,linkedin
6.6.6.127 5.5.5.127 1194 42210 17,92,1342,5289,1250,2880,2409,0,1250,2.0,106569.0,106567.0,204853.0,linkedin
5.5.5.128 6.6.6.128 42210 1194 17,104,263,1374,159,706,668,0,135,1034.0,249786.0,248752.0,406142.0,linkedin
6.6.6.128 5.5.5.128 1194 42210 17,104,1342,5878,1238,2912,2966,0,1238,21.0,194464.0,194443.0,414517.0,linkedin
5.5.5.129 6.6.6.129 42210 1194 17,92,609,1431,517,905,526,0,517,1519.0,141973.0,140454.0,259970.0,linkedin
6.6.6.129 5.5.5.129 1194 42210 17,92,1342,5631,1250,2880,2751,0,1250,2.0,202473.0,202471.0,306494.0,linkedin
5.5.5.130 6.6.6.130 42210 1194 17,92,609,1293,517,925,368,0,517,200.0,238595.0,238395.0,419107.0,linkedin
6.6.6.130 5.5.5.130 1194 42210 17,92,1342,5313,1250,1642,3671,0,1250,2.0,202891.0,202889.0,402828.0,linkedin
5.5.5.131 6.6.6.131 42210 1194 17,92,609,1431,517,905,526,0,517,1614.0,133015.0,131401.0,301704.0,linkedin
6.6.6.131 5.5.5.131 1194 42210 17,92,1342,5289,1250,2880,2409,0,1250,4.0,203024.0,203020.0,308913.0,linkedin
5.5.5.132 6.6.6.132 42210 1194 17,104,263,1374,159,706,668,0,135,2218.0,207544.0,205326.0,421512.0,linkedin
6.6.6.132 5.5.5.132 1194 42210 17,104,1342,5878,1238,2912,2966,0,1238,2.0,210733.0,210731.0,415219.0,linkedin
5.5.5.133 6.6.6.133 42210 1194 17,92,609,1293,517,905,388,0,517,1333.0,157183.0,155850.0,369449.0,linkedin
6.6.6.133 5.5.5.133 1194 42210 17,92,1342,6551,1250,2880,3671,0,1250,17.0,202574.0,202557.0,310529.0,linkedin
5.5.5.134 6.6.6.134 42210 1194 17,92,609,1431,517,905,526,0,517,1020.0,131205.0,130185.0,295291.0,linkedin
6.6.6.134 5.5.5.134 1194 42210 17,92,1342,5289,1250,2880,2409,0,1250,13.0,218265.0,218252.0,327500.0,linkedin
5.5.5.135 6.6.6.135 42210 1194 17,92,609,1488,517,583,905,0,517,1718.0,306779.0,305061.0,601098.0,linkedin
6.6.6.135 5.5.5.135 1194 42210 17,92,1342,2545,1250,915,1630,0,1250,24.0,312186.0,312162.0,611103.0,linkedin
5.5.5.136 6.6.6.136 42210 1194 17,104,263,1239,159,571,668,0,155,946.0,232719.0,231773.0,323861.0,linkedin
6.6.6.136 5.5.5.136 1194 42210 17,104,1342,5866,1238,4138,1728,0,1230,1.0,91997.0,91996.0,103198.0,linkedin
5.5.5.137 6.6.6.137 42210 1194 17,104,641,2120,537,1521,599,0,517,1987.0,159763.0,157776.0,485411.0,linkedin
6.6.6.137 5.5.5.137 1194 42210 17,104,603,1498,499,583,915,0,499,614.0,200299.0,199685.0,507128.0,linkedin
5.5.5.138 6.6.6.138 42210 1194 17,113,1326,4395,1213,1772,2623,1,977,2178.0,219792.0,217614.0,427188.0,linkedin
6.6.6.138 5.5.5.138 1194 42210 17,104,564,1406,460,983,423,0,460,11.0,185207.0,185196.0,413228.0,linkedin
5.5.5.139 6.6.6.139 1194 42210 17,100,603,1494,503,579,915,0,499,5926.0,517943.0,512017.0,1023694.0,linkedin
6.6.6.139 5.5.5.139 42210 1194 17,104,641,2120,537,1521,599,0,517,1335.0,209898.0,208563.0,523377.0,linkedin
5.5.5.140 6.6.6.140 42210 1194 17,92,609,1431,517,905,526,0,517,1396.0,128258.0,126862.0,282422.0,linkedin
6.6.6.140 5.5.5.140 1194 42210 17,92,1342,5289,1250,2880,2409,0,1250,2.0,203759.0,203757.0,310376.0,linkedin
7.7.7.99 8.8.8.99 49093 1194 17,104,621,1393,517,452,941,0,517,695.0,676335.0,675640.0,883438.0,spotify
8.8.8.99 7.7.7.99 1194 49093 17,104,1342,4171,1238,484,3687,0,1238,7.0,101058.0,101051.0,203313.0,spotify
7.7.7.100 8.8.8.100 49093 1194 17,104,621,1906,517,456,1450,0,517,1913.0,138020.0,136107.0,287018.0,spotify
8.8.8.100 7.7.7.100 1194 49093 17,104,1342,3428,1238,536,2892,0,1238,22.0,203818.0,203796.0,297627.0,spotify
7.7.7.101 8.8.8.101 49093 1194 17,104,621,1906,517,456,1450,0,517,1712.0,224879.0,223167.0,322639.0,spotify
8.8.8.101 7.7.7.101 1194 49093 17,104,1342,3428,1238,536,2892,0,1238,12.0,111291.0,111279.0,308398.0,spotify
7.7.7.102 8.8.8.102 49093 1194 17,104,621,1906,517,456,1450,0,517,1894.0,130884.0,128990.0,229162.0,spotify
8.8.8.102 7.7.7.102 1194 49093 17,104,1342,3428,1238,536,2892,0,1238,17.0,101033.0,101016.0,205225.0,spotify
7.7.7.103 8.8.8.103 49093 1194 17,112,116,904,4,456,448,0,4,2580.0,306449.0,303869.0,641138.0,spotify
8.8.8.103 7.7.7.103 1194 49093 17,104,1342,2270,1238,600,1670,0,1238,23.0,490706.0,490683.0,814551.0,spotify
7.7.7.104 8.8.8.104 49093 1194 17,104,621,1421,517,456,965,0,517,2262.0,292456.0,290194.0,522294.0,spotify
8.8.8.104 7.7.7.104 1194 49093 17,104,1342,4287,1238,600,3687,0,1238,2.0,215961.0,215959.0,321419.0,spotify
7.7.7.105 8.8.8.105 49093 1194 17,104,621,1389,517,456,933,0,517,1857.0,140852.0,138995.0,382364.0,spotify
8.8.8.105 7.7.7.105 1194 49093 17,104,1342,4223,1238,536,3687,0,1238,2.0,102555.0,102553.0,287122.0,spotify
7.7.7.106 8.8.8.106 49093 1194 17,104,621,1906,517,456,1450,0,517,806.0,133116.0,132310.0,216096.0,spotify
8.8.8.106 7.7.7.106 1194 49093 17,104,1342,3428,1238,536,2892,0,1238,21.0,102475.0,102454.0,189250.0,spotify
7.7.7.107 8.8.8.107 49093 1194 17,104,621,1906,517,456,1450,0,517,1745.0,93037.0,91292.0,319106.0,spotify
8.8.8.107 7.7.7.107 1194 49093 17,104,1342,4223,1238,528,3695,0,1230,21.0,102728.0,102707.0,195735.0,spotify
7.7.7.108 8.8.8.108 49093 1194 17,104,621,1906,517,448,1458,0,517,2376.0,124599.0,122223.0,280413.0,spotify
8.8.8.108 7.7.7.108 1194 49093 17,104,1342,4223,1238,528,3695,0,1230,2.0,101583.0,101581.0,187228.0,spotify
7.7.7.109 8.8.8.109 49093 1194 17,104,621,1882,517,949,933,0,517,2867.0,303046.0,300179.0,514424.0,spotify
8.8.8.109 7.7.7.109 1194 49093 17,104,1342,4914,1238,1670,3244,0,1238,2.0,228405.0,228403.0,509573.0,spotify
7.7.7.110 8.8.8.110 49093 1194 17,104,621,1906,517,456,1450,0,517,1744.0,119023.0,117279.0,292176.0,spotify
8.8.8.110 7.7.7.110 1194 49093 17,104,1342,4223,1238,536,3687,0,1238,12.0,102182.0,102170.0,198821.0,spotify
7.7.7.111 8.8.8.111 49093 1194 17,112,1312,2110,1200,458,1652,0,1200,1951.0,1184938.0,1182987.0,1319228.0,spotify
8.8.8.111 7.7.7.111 1194 49093 17,112,161,1075,49,578,497,0,49,1.0,1506878.0,1506877.0,1523767.0,spotify
7.7.7.112 8.8.8.112 49093 1194 17,104,621,1906,517,456,1450,0,517,756.0,228512.0,227756.0,472726.0,spotify
8.8.8.112 7.7.7.112 1194 49093 17,104,1342,3428,1238,536,2892,0,1238,21.0,307102.0,307081.0,424436.0,spotify
7.7.7.113 8.8.8.113 49093 1194 17,104,621,1906,517,456,1450,0,517,1555.0,219730.0,218175.0,394016.0,spotify
8.8.8.113 7.7.7.113 1194 49093 17,104,1342,4223,1238,536,3687,0,1238,2.0,102882.0,102880.0,207969.0,spotify
7.7.7.114 8.8.8.114 49093 1194 17,104,621,1882,517,949,933,0,517,1920.0,142881.0,140961.0,235351.0,spotify
8.8.8.114 7.7.7.114 1194 49093 17,104,1342,4301,1238,1670,2631,0,1230,2.0,107919.0,107917.0,206498.0,spotify
7.7.7.115 8.8.8.115 49093 1194 17,104,621,1389,517,448,941,0,517,1855.0,135754.0,133899.0,339403.0,spotify
8.8.8.115 7.7.7.115 1194 49093 17,104,1342,4223,1238,528,3695,0,1230,2.0,83770.0,83768.0,188216.0,spotify
7.7.7.116 8.8.8.116 49093 1194 17,104,621,1906,517,448,1458,0,517,1666.0,128678.0,127012.0,288263.0,spotify
8.8.8.116 7.7.7.116 1194 49093 17,104,1342,4223,1238,528,3695,0,1230,2.0,104264.0,104262.0,209339.0,spotify
7.7.7.117 8.8.8.117 49093 1194 17,104,621,1906,517,456,1450,0,517,2656.0,132267.0,129611.0,233677.0,spotify
8.8.8.117 7.7.7.117 1194 49093 17,104,1342,3428,1238,536,2892,0,1238,24.0,102085.0,102061.0,206767.0,spotify
7.7.7.118 8.8.8.118 49093 1194 17,104,621,1906,517,456,1450,0,517,1811.0,195453.0,193642.0,346806.0,spotify
8.8.8.118 7.7.7.118 1194 49093 17,104,1342,2190,1238,536,1654,0,1238,0.0,195937.0,195937.0,300886.0,spotify
13.13.13.137 14.14.14.137 1194 53702 17,104,1381,6293,1277,4247,2046,0,1277,10.0,93082.0,93072.0,118178.0,wikipedia
14.14.14.137 13.13.13.137 53702 1194 17,104,800,2009,696,416,1593,0,598,8.0,25651.0,25643.0,29564.0,wikipedia
13.13.13.138 14.14.14.138 53702 1194 17,104,856,1906,752,612,1294,0,626,38.0,99405.0,99367.0,282741.0,wikipedia
14.14.14.138 13.13.13.138 1194 53702 17,104,1381,5477,1277,3860,1617,0,1269,8.0,125331.0,125323.0,432228.0,wikipedia
13.13.13.139 14.14.14.139 1194 53702 17,109,1381,4708,1272,1786,2922,0,1272,58.0,227798.0,227740.0,443319.0,wikipedia
14.14.14.139 13.13.13.139 53702 1194 17,92,292,1025,200,421,604,0,188,140.0,95527.0,95387.0,190143.0,wikipedia
13.13.13.140 14.14.14.140 53702 1194 17,104,903,1953,799,612,1341,0,673,16.0,81139.0,81123.0,251401.0,wikipedia
14.14.14.140 13.13.13.140 1194 53702 17,112,1381,5501,1269,3860,1641,0,1269,88.0,118860.0,118772.0,367277.0,wikipedia
13.13.13.141 14.14.14.141 53702 1194 17,104,903,1953,799,612,1341,0,673,59.0,77972.0,77913.0,249648.0,wikipedia
14.14.14.141 13.13.13.141 1194 53702 17,104,1381,5477,1277,3860,1617,0,1269,68.0,94721.0,94653.0,403101.0,wikipedia
13.13.13.142 14.14.14.142 53702 1194 17,104,1029,1962,925,612,1350,0,916,7.0,683741.0,683734.0,1476706.0,wikipedia
14.14.14.142 13.13.13.142 1194 53702 17,105,1381,5477,1276,3859,1618,0,1269,7.0,777328.0,777321.0,1572412.0,wikipedia
13.13.13.143 14.14.14.143 53702 1194 17,104,278,1022,174,606,416,0,174,38.0,102572.0,102534.0,208691.0,wikipedia
14.14.14.143 13.13.13.143 1194 53702 17,112,1381,7721,1269,2986,4735,0,1269,10.0,93275.0,93265.0,209084.0,wikipedia
13.13.13.144 14.14.14.144 53702 1194 17,104,641,1677,537,598,1079,0,537,7.0,389412.0,389405.0,684132.0,wikipedia
14.14.14.144 13.13.13.144 1194 53702 17,104,1381,4606,1277,3861,745,0,1269,58.0,490322.0,490264.0,674057.0,wikipedia
13.13.13.145 14.14.14.145 53702 1194 17,104,278,1022,174,432,590,0,174,150.0,559242.0,559092.0,841284.0,wikipedia
14.14.14.145 13.13.13.145 1194 53702 17,104,1381,4554,1277,2986,1568,0,1269,3.0,622061.0,622058.0,1349163.0,wikipedia
13.13.13.146 14.14.14.146 53702 1194 17,104,903,1953,799,612,1341,0,673,52.0,81501.0,81449.0,285498.0,wikipedia
14.14.14.146 13.13.13.146 1194 53702 17,106,1381,5480,1275,3861,1619,0,1269,9.0,151802.0,151793.0,519038.0,wikipedia
13.13.13.147 14.14.14.147 53702 1194 17,104,292,1046,188,442,604,0,188,38.0,668262.0,668224.0,951156.0,wikipedia
14.14.14.147 13.13.13.147 1194 53702 17,104,1381,4290,1277,1703,2587,0,1269,11.0,699059.0,699048.0,1481840.0,wikipedia
13.13.13.148 14.14.14.148 53702 1194 17,104,292,1212,188,608,604,0,188,54.0,86017.0,85963.0,175419.0,wikipedia
14.14.14.148 13.13.13.148 1194 53702 17,112,1381,7720,1269,2986,4734,0,1269,12.0,63933.0,63921.0,81653.0,wikipedia
13.13.13.149 14.14.14.149 53702 1194 17,104,292,1085,188,473,612,0,188,49.0,498566.0,498517.0,1025083.0,wikipedia
14.14.14.149 13.13.13.149 1194 53702 17,104,1381,4588,1277,463,4125,0,1269,13.0,560633.0,560620.0,1041701.0,wikipedia
13.13.13.150 14.14.14.150 53702 1194 17,104,292,1046,188,621,425,0,188,16.0,1153142.0,1153126.0,1438349.0,wikipedia
14.14.14.150 13.13.13.150 1194 53702 17,104,1381,4308,1277,2986,1322,0,1269,5.0,1139237.0,1139232.0,1813923.0,wikipedia
13.13.13.151 14.14.14.151 53702 1194 17,104,903,1953,799,612,1341,0,673,7.0,101430.0,101423.0,309158.0,wikipedia
14.14.14.151 13.13.13.151 1194 53702 17,104,1381,5478,1277,3861,1617,0,1269,50.0,122439.0,122389.0,448305.0,wikipedia
13.13.13.152 14.14.14.152 53702 1194 17,104,292,1067,188,463,604,0,188,28.0,163540.0,163512.0,463492.0,wikipedia
14.14.14.152 13.13.13.152 1194 53702 17,112,1381,4875,1269,3017,1858,0,1269,14.0,329071.0,329057.0,967161.0,wikipedia
13.13.13.153 14.14.14.153 53702 1194 17,104,278,1196,174,432,764,0,174,31.0,114480.0,114449.0,216657.0,wikipedia
14.14.14.153 13.13.13.153 1194 53702 17,112,1381,7718,1269,2986,4732,0,1269,22.0,78643.0,78621.0,93882.0,wikipedia
13.13.13.154 14.14.14.154 53702 1194 17,104,292,1160,188,618,542,0,188,5.0,127539.0,127534.0,308100.0,wikipedia
14.14.14.154 13.13.13.154 1194 53702 17,109,1381,5483,1272,3861,1622,0,1269,36.0,114334.0,114298.0,496457.0,wikipedia
13.13.13.155 14.14.14.155 53702 1194 17,104,1330,3476,1226,612,2864,0,1222,15.0,99905.0,99890.0,230374.0,wikipedia
14.14.14.155 13.13.13.155 1194 53702 17,105,1381,4640,1276,3859,781,0,1269,42.0,108757.0,108715.0,302141.0,wikipedia
13.13.13.156 14.14.14.156 53702 1194 17,104,292,1074,188,620,454,0,188,9.0,218492.0,218483.0,562506.0,wikipedia
14.14.14.156 13.13.13.156 1194 53702 17,108,1381,4303,1273,3859,444,0,1269,64.0,374862.0,374798.0,575295.0,wikipedia
7.7.7.119 8.8.8.119 42222 1194 17,104,621,1452,517,511,941,0,517,136.0,60326.0,60190.0,109324.0,spotify
8.8.8.119 7.7.7.119 1194 42222 17,104,1381,2303,1277,602,1701,0,1277,5.0,49373.0,49368.0,111842.0,spotify
7.7.7.120 8.8.8.120 1194 42222 17,104,1381,3492,1277,514,2978,0,1277,65.0,585600.0,585535.0,1308837.0,spotify
8.8.8.120 7.7.7.120 42222 1194 17,104,621,1921,517,471,1450,0,517,2319.0,424768.0,422449.0,729348.0,spotify
7.7.7.121 8.8.8.121 42222 1194 17,104,621,1397,517,456,941,0,517,1676.0,163393.0,161717.0,445042.0,spotify
8.8.8.121 7.7.7.121 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,13.0,138756.0,138743.0,367898.0,spotify
7.7.7.122 8.8.8.122 1194 42222 17,104,233,1227,129,722,505,0,73,5325.0,561591.0,556266.0,834665.0,spotify
8.8.8.122 7.7.7.122 42222 1194 17,104,621,1906,517,448,1458,0,517,1360.0,82710.0,81350.0,212123.0,spotify
7.7.7.123 8.8.8.123 42222 1194 17,104,621,1906,517,456,1450,0,517,1616.0,139020.0,137404.0,234982.0,spotify
8.8.8.123 7.7.7.123 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,56.0,105724.0,105668.0,231777.0,spotify
7.7.7.124 8.8.8.124 42222 1194 17,104,621,1906,517,456,1450,0,517,1829.0,215900.0,214071.0,397976.0,spotify
8.8.8.124 7.7.7.124 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,9.0,244563.0,244554.0,339840.0,spotify
7.7.7.125 8.8.8.125 42222 1194 17,104,621,1906,517,456,1450,0,517,1140.0,216487.0,215347.0,354012.0,spotify
8.8.8.125 7.7.7.125 1194 42222 17,104,1381,3506,1277,536,2970,0,1277,7.0,166176.0,166169.0,345679.0,spotify
7.7.7.126 8.8.8.126 42222 1194 17,104,621,1906,517,448,1458,0,517,2486.0,80378.0,77892.0,299178.0,spotify
8.8.8.126 7.7.7.126 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,8.0,88067.0,88059.0,177378.0,spotify
7.7.7.127 8.8.8.127 42222 1194 17,104,621,1906,517,456,1450,0,517,2560.0,83418.0,80858.0,221579.0,spotify
8.8.8.127 7.7.7.127 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,7.0,136139.0,136132.0,219501.0,spotify
7.7.7.128 8.8.8.128 1194 42222 17,104,160,1104,56,528,576,0,56,62.0,494400.0,494338.0,693554.0,spotify
8.8.8.128 7.7.7.128 42222 1194 17,104,116,864,12,440,424,0,12,1796.0,155159.0,153363.0,556388.0,spotify
7.7.7.129 8.8.8.129 42222 1194 17,104,621,1395,517,454,941,0,517,1952.0,136944.0,134992.0,291696.0,spotify
8.8.8.129 7.7.7.129 1194 42222 17,104,1381,3530,1277,552,2978,0,1277,57.0,214080.0,214023.0,283187.0,spotify
7.7.7.130 8.8.8.130 42222 1194 17,104,621,1906,517,448,1458,0,517,1904.0,96567.0,94663.0,269865.0,spotify
8.8.8.130 7.7.7.130 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,3.0,65354.0,65351.0,191751.0,spotify
7.7.7.131 8.8.8.131 42222 1194 17,104,621,1906,517,448,1458,0,517,1826.0,206571.0,204745.0,597803.0,spotify
8.8.8.131 7.7.7.131 1194 42222 17,104,1381,4223,1277,528,3695,0,1269,2.0,164205.0,164203.0,254193.0,spotify
7.7.7.132 8.8.8.132 42222 1194 17,104,621,1906,517,456,1450,0,517,1759.0,88392.0,86633.0,227208.0,spotify
8.8.8.132 7.7.7.132 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,7.0,136220.0,136213.0,216839.0,spotify
7.7.7.133 8.8.8.133 42222 1194 17,104,621,1882,517,432,1450,0,517,1833.0,78196.0,76363.0,194934.0,spotify
8.8.8.133 7.7.7.133 1194 42222 17,104,1381,5396,1277,1709,3687,0,1277,2.0,108085.0,108083.0,125309.0,spotify
7.7.7.134 8.8.8.134 42222 1194 17,104,116,872,12,440,432,0,12,1755.0,594988.0,593233.0,1113367.0,spotify
8.8.8.134 7.7.7.134 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,8.0,358267.0,358259.0,435413.0,spotify
7.7.7.135 8.8.8.135 42222 1194 17,104,621,1397,517,448,949,0,509,2575.0,190670.0,188095.0,382269.0,spotify
8.8.8.135 7.7.7.135 1194 42222 17,104,1381,3514,1277,536,2978,0,1269,11.0,196881.0,196870.0,343979.0,spotify
7.7.7.136 8.8.8.136 42222 1194 17,104,621,1405,517,448,957,0,509,2836.0,136140.0,133304.0,405884.0,spotify
8.8.8.136 7.7.7.136 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,3.0,75954.0,75951.0,161921.0,spotify
7.7.7.137 8.8.8.137 42222 1194 17,104,621,1389,517,448,941,0,517,1993.0,78612.0,76619.0,265919.0,spotify
8.8.8.137 7.7.7.137 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,4.0,80197.0,80193.0,158585.0,spotify
7.7.7.138 8.8.8.138 42222 1194 17,104,621,1906,517,456,1450,0,517,2002.0,142185.0,140183.0,230144.0,spotify
8.8.8.138 7.7.7.138 1194 42222 17,104,1381,4223,1277,536,3687,0,1277,0.0,125078.0,125078.0,217776.0,spotify
5.5.5.141 6.6.6.141 42277 1194 17,104,621,1421,517,470,951,0,517,32.0,413229.0,413197.0,712543.0,linkedin
6.6.6.141 5.5.5.141 1194 42277 17,104,1381,5776,1277,672,5104,0,1277,3.0,106498.0,106495.0,205825.0,linkedin
5.5.5.142 6.6.6.142 42277 1194 17,104,1330,3906,1226,2059,1847,16,1037,2726.0,115204.0,112478.0,208830.0,linkedin
6.6.6.142 5.5.5.142 1194 42277 17,104,1330,5139,1226,1681,3458,0,1226,1.0,5883.0,5882.0,11838.0,linkedin
5.5.5.143 6.6.6.143 42277 1194 17,92,609,1295,517,927,368,0,517,1903.0,227605.0,225702.0,405327.0,linkedin
6.6.6.143 5.5.5.143 1194 42277 17,92,1381,6680,1289,1771,4909,0,1289,5.0,210259.0,210254.0,395820.0,linkedin
5.5.5.144 6.6.6.144 42277 1194 17,92,609,1431,517,905,526,0,517,1390.0,102795.0,101405.0,242445.0,linkedin
6.6.6.144 5.5.5.144 1194 42277 17,92,1381,5631,1289,2958,2673,0,1289,2.0,128918.0,128916.0,249694.0,linkedin
5.5.5.145 6.6.6.145 1194 42277 17,92,194,1022,102,528,494,0,90,23.0,1378888.0,1378865.0,1748703.0,linkedin
6.6.6.145 5.5.5.145 42277 1194 17,92,114,846,22,416,430,0,20,1834.0,1224315.0,1222481.0,1601687.0,linkedin
5.5.5.146 6.6.6.146 42277 1194 17,92,609,1431,517,905,526,0,517,1759.0,105999.0,104240.0,341164.0,linkedin
6.6.6.146 5.5.5.146 1194 42277 17,92,1381,5631,1289,2958,2673,0,1289,2.0,223877.0,223875.0,343474.0,linkedin
5.5.5.147 6.6.6.147 42277 1194 17,92,609,1661,517,1269,392,0,517,1572.0,127565.0,125993.0,345945.0,linkedin
6.6.6.147 5.5.5.147 1194 42277 17,92,1381,5681,1289,1705,3976,0,1289,3.0,183123.0,183120.0,317217.0,linkedin
5.5.5.148 6.6.6.148 42277 1194 17,92,609,1375,517,927,448,0,517,795.0,202605.0,201810.0,492792.0,linkedin
6.6.6.148 5.5.5.148 1194 42277 17,104,1381,2199,1277,506,1693,0,1277,4243.0,490532.0,486289.0,997336.0,linkedin
5.5.5.149 6.6.6.149 42277 1194 17,111,1312,2107,1201,455,1652,0,1196,3708.0,927812.0,924104.0,1206135.0,linkedin
6.6.6.149 5.5.5.149 1194 42277 17,112,1312,2746,1200,2240,506,0,1184,3.0,914921.0,914918.0,1138150.0,linkedin
5.5.5.150 6.6.6.150 42277 1194 17,92,609,1315,517,927,388,0,517,2472.0,216965.0,214493.0,506178.0,linkedin
6.6.6.150 5.5.5.150 1194 42277 17,92,1381,5403,1289,1771,3632,0,1289,4.0,279653.0,279649.0,505776.0,linkedin
