Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Packet Length Range,First4Sum,Last4Sum,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT range,Flow Duration,Label
11.11.11.148 12.12.12.148 58018 1194 17,112,112,896,0,448,448,0,0,11.0,9277.0,9266.0,18218.0,twitter
12.12.12.148 11.11.11.148 1194 58018 17,112,112,896,0,448,448,0,0,2.0,5922.0,5920.0,10571.0,twitter
11.11.11.149 12.12.12.149 58018 1194 17,104,112,872,8,448,424,0,8,2.0,58053.0,58051.0,67469.0,twitter
12.12.12.149 11.11.11.149 1194 58018 17,104,1381,3426,1277,448,2978,0,1277,4.0,48374.0,48370.0,80009.0,twitter
11.11.11.150 12.12.12.150 58018 1194 17,104,112,872,8,448,424,0,8,2.0,81283.0,81281.0,81660.0,twitter
12.12.12.150 11.11.11.150 1194 58018 17,104,1381,2157,1277,448,1709,0,1277,2.0,141860.0,141858.0,223854.0,twitter
11.11.11.151 12.12.12.151 58018 1194 17,104,640,1834,536,960,874,0,536,30.0,102207.0,102177.0,299253.0,twitter
12.12.12.151 11.11.11.151 1194 58018 17,104,639,1696,535,627,1069,0,535,22.0,87652.0,87630.0,237912.0,twitter
11.11.11.152 12.12.12.152 58018 1194 17,104,112,872,8,448,424,0,8,2.0,124009.0,124007.0,129025.0,twitter
12.12.12.152 11.11.11.152 1194 58018 17,104,112,872,8,448,424,0,8,2.0,100429.0,100427.0,197747.0,twitter
11.11.11.153 12.12.12.153 58018 1194 17,104,112,864,8,448,416,0,8,13.0,61868.0,61855.0,74619.0,twitter
12.12.12.153 11.11.11.153 1194 58018 17,104,1381,3426,1277,448,2978,0,1277,16.0,152491.0,152475.0,166949.0,twitter
11.11.11.154 12.12.12.154 58018 1194 17,104,1152,2469,1048,941,1528,0,984,2.0,333742.0,333740.0,634639.0,twitter
12.12.12.154 11.11.11.154 1194 58018 17,104,1381,4106,1277,2978,1128,0,1277,2.0,437700.0,437698.0,636854.0,twitter
11.11.11.155 12.12.12.155 58018 1194 17,104,112,872,8,448,424,0,8,3.0,39500.0,39497.0,82036.0,twitter
12.12.12.155 11.11.11.155 1194 58018 17,104,1381,3426,1277,448,2978,0,1277,16.0,43067.0,43051.0,98053.0,twitter
11.11.11.156 12.12.12.156 58018 1194 17,104,112,888,8,448,440,0,8,9.0,33820.0,33811.0,46326.0,twitter
12.12.12.156 11.11.11.156 1194 58018 17,104,112,888,8,448,440,0,8,21.0,78266.0,78245.0,115426.0,twitter
11.11.11.157 12.12.12.157 58018 1194 17,104,112,864,8,448,416,0,8,2.0,71674.0,71672.0,80488.0,twitter
12.12.12.157 11.11.11.157 1194 58018 17,104,1381,3604,1277,448,3156,0,1277,2.0,139271.0,139269.0,149249.0,twitter
11.11.11.158 12.12.12.158 58018 1194 17,104,112,864,8,448,416,0,8,1.0,103928.0,103927.0,106848.0,twitter
12.12.12.158 11.11.11.158 1194 58018 17,104,1381,3604,1277,448,3156,0,1277,3.0,113190.0,113187.0,122395.0,twitter
11.11.11.159 12.12.12.159 58018 1194 17,104,621,1381,517,440,941,0,509,15.0,98932.0,98917.0,129698.0,twitter
12.12.12.159 11.11.11.159 1194 58018 17,104,1381,3418,1277,448,2970,0,1277,23.0,92709.0,92686.0,130414.0,twitter
1.1.1.137 2.2.2.137 44195 1194 17,104,1312,2303,1208,432,1871,0,1208,29.0,48586.0,48557.0,116833.0,facebook
2.2.2.137 1.1.1.137 1194 44195 17,104,1312,2297,1208,1648,649,0,1200,2.0,92206.0,92204.0,120076.0,facebook
1.1.1.138 2.2.2.138 44195 1194 17,104,516,1507,412,432,1075,0,223,12.0,105650.0,105638.0,172947.0,facebook
2.2.2.138 1.1.1.138 1194 44195 17,104,1381,2366,1277,448,1918,0,1052,2.0,151125.0,151123.0,178226.0,facebook
1.1.1.139 2.2.2.139 44195 1194 17,104,1312,2699,1208,432,2267,0,1208,30.0,72639.0,72609.0,224795.0,facebook
2.2.2.139 1.1.1.139 1194 44195 17,104,1381,3558,1277,1809,1749,0,1277,2.0,147570.0,147568.0,183143.0,facebook
1.1.1.140 2.2.2.140 44195 1194 17,104,1312,2476,1208,1640,836,0,1208,31.0,101966.0,101935.0,206446.0,facebook
2.2.2.140 1.1.1.140 1194 44195 17,104,1312,2514,1208,1648,866,0,1200,16.0,150007.0,149991.0,174534.0,facebook
1.1.1.141 2.2.2.141 44195 1194 17,104,1312,2303,1208,432,1871,0,1208,292.0,42818.0,42526.0,123395.0,facebook
2.2.2.141 1.1.1.141 1194 44195 17,104,1312,2296,1208,448,1848,0,1200,2.0,113214.0,113212.0,128688.0,facebook
1.1.1.142 2.2.2.142 44195 1194 17,104,1312,2072,1208,432,1640,0,1208,10.0,61932.0,61922.0,157519.0,facebook
2.2.2.142 1.1.1.142 1194 44195 17,104,1312,2297,1208,1648,649,0,1200,2.0,80863.0,80861.0,152908.0,facebook
1.1.1.143 2.2.2.143 44195 1194 17,104,1312,2484,1208,432,2052,0,1208,12.0,79605.0,79593.0,156431.0,facebook
2.2.2.143 1.1.1.143 1194 44195 17,104,1312,2513,1208,1648,865,0,1200,3.0,121217.0,121214.0,163664.0,facebook
1.1.1.144 2.2.2.144 44195 1194 17,112,1312,3412,1200,1648,1764,0,1200,13.0,363008.0,362995.0,536908.0,facebook
2.2.2.144 1.1.1.144 1194 44195 17,122,1312,2666,1190,1866,800,0,1040,3.0,188285.0,188282.0,297695.0,facebook
1.1.1.145 2.2.2.145 44195 1194 17,104,1312,2482,1208,432,2050,0,1208,11.0,123401.0,123390.0,255020.0,facebook
2.2.2.145 1.1.1.145 1194 44195 17,104,1312,2296,1208,1648,648,0,1200,2.0,204175.0,204173.0,245754.0,facebook
1.1.1.146 2.2.2.146 44195 1194 17,104,1312,2484,1208,1640,844,0,1208,14.0,56618.0,56604.0,82092.0,facebook
2.2.2.146 1.1.1.146 1194 44195 17,104,1312,2296,1208,448,1848,0,1200,3.0,48615.0,48612.0,78972.0,facebook
1.1.1.147 2.2.2.147 44195 1194 17,104,1312,2303,1208,1640,663,0,1208,2.0,82946.0,82944.0,95135.0,facebook
2.2.2.147 1.1.1.147 1194 44195 17,104,1312,2296,1208,448,1848,0,1200,2.0,69879.0,69877.0,94470.0,facebook
1.1.1.148 2.2.2.148 44195 1194 17,104,1312,2760,1208,1640,1120,0,1208,13.0,53931.0,53918.0,145852.0,facebook
2.2.2.148 1.1.1.148 1194 44195 17,104,1381,4697,1277,1808,2889,0,1277,2.0,47716.0,47714.0,100946.0,facebook
1.1.1.149 2.2.2.149 44195 1194 17,104,1312,2303,1208,1640,663,0,1208,14.0,53784.0,53770.0,63930.0,facebook
2.2.2.149 1.1.1.149 1194 44195 17,104,1312,2297,1208,1648,649,0,1200,1.0,63805.0,63804.0,73950.0,facebook
1.1.1.150 2.2.2.150 44195 1194 17,104,516,1491,412,432,1059,0,412,13.0,100992.0,100979.0,206913.0,facebook
2.2.2.150 1.1.1.150 1194 44195 17,104,1381,3672,1277,432,3240,0,1052,2.0,365840.0,365838.0,526298.0,facebook
1.1.1.151 2.2.2.151 44195 1194 17,104,1312,2303,1208,1648,655,0,1200,2.0,89147.0,89145.0,89237.0,facebook
2.2.2.151 1.1.1.151 1194 44195 17,104,1381,4489,1277,448,4041,0,1277,3.0,66026.0,66023.0,86903.0,facebook
15.15.15.152 16.16.16.152 46345 1194 17,104,1330,4334,1226,949,3385,0,1226,1526.0,28447.0,26921.0,58001.0,youtube
16.16.16.152 15.15.15.152 1194 46345 17,104,1381,5905,1277,1658,4247,0,1277,2.0,35903.0,35901.0,59952.0,youtube
15.15.15.153 16.16.16.153 46345 1194 17,104,1330,3825,1226,2884,941,0,1218,3.0,152340.0,152337.0,159339.0,youtube
16.16.16.153 15.15.15.153 1194 46345 17,112,1330,6986,1218,1666,5320,0,1218,3.0,6169.0,6166.0,11660.0,youtube
15.15.15.154 16.16.16.154 46345 1194 17,104,1330,3825,1226,2884,941,0,1218,225.0,40014.0,39789.0,93455.0,youtube
16.16.16.154 15.15.15.154 1194 46345 17,104,1330,5760,1226,4102,1658,0,1226,4380.0,15524.0,11144.0,49069.0,youtube
15.15.15.155 16.16.16.155 46345 1194 17,104,1330,3125,1226,1658,1467,0,1218,734.0,52907.0,52173.0,105761.0,youtube
16.16.16.155 15.15.15.155 1194 46345 17,104,1381,5803,1277,2884,2919,0,1277,23.0,32330.0,32307.0,63711.0,youtube
15.15.15.156 16.16.16.156 1194 46345 17,1381,1381,11048,0,5524,5524,0,0,1.0,25.0,24.0,44.0,youtube
16.16.16.156 15.15.15.156 46345 1194 17,104,104,832,0,416,416,0,0,8.0,53840.0,53832.0,58626.0,youtube
15.15.15.157 16.16.16.157 1194 46345 17,104,1094,2715,990,1437,1278,8,990,12.0,102408.0,102396.0,163664.0,youtube
16.16.16.157 15.15.15.157 46345 1194 17,104,1330,2140,1226,447,1693,0,1214,122.0,1560362.0,1560240.0,1777861.0,youtube
15.15.15.158 16.16.16.158 46345 1194 17,104,1330,3825,1226,2884,941,0,1218,10.0,48769.0,48759.0,50935.0,youtube
16.16.16.158 15.15.15.158 1194 46345 17,112,1330,6986,1218,1666,5320,0,1218,2.0,6079.0,6077.0,11903.0,youtube
15.15.15.159 16.16.16.159 1194 46345 17,112,1330,5799,1218,479,5320,0,1218,3.0,720171.0,720168.0,730367.0,youtube
16.16.16.159 15.15.15.159 46345 1194 17,104,1330,3375,1226,2943,432,0,1218,48.0,613129.0,613081.0,677484.0,youtube
15.15.15.160 16.16.16.160 46345 1194 17,104,1330,5060,1226,2884,2176,0,1226,13.0,144650.0,144637.0,219419.0,youtube
16.16.16.160 15.15.15.160 1194 46345 17,112,1330,8204,1218,2884,5320,0,1218,21.0,24225.0,24204.0,46851.0,youtube
15.15.15.161 16.16.16.161 1194 46345 17,112,1330,5799,1218,479,5320,0,1218,2.0,616718.0,616716.0,634627.0,youtube
16.16.16.161 15.15.15.161 46345 1194 17,104,1330,3375,1226,1725,1650,0,1218,14.0,398766.0,398752.0,472203.0,youtube
15.15.15.162 16.16.16.162 46345 1194 17,104,1330,3825,1226,2884,941,0,1218,61.0,39560.0,39499.0,41715.0,youtube
16.16.16.162 15.15.15.162 1194 46345 17,112,1330,6986,1218,1666,5320,0,1218,4.0,6011.0,6007.0,17219.0,youtube
9.9.9.145 10.10.10.145 1194 36085 17,104,1024,2059,920,1368,691,0,912,24.0,347619.0,347595.0,777195.0,tiktok
10.10.10.145 9.9.9.145 36085 1194 17,104,1312,7361,1208,2113,5248,0,679,318.0,249743.0,249425.0,380378.0,tiktok
9.9.9.146 10.10.10.146 1194 36085 17,104,1410,7391,1306,1751,5640,0,1301,4.0,897364.0,897360.0,1425687.0,tiktok
10.10.10.146 9.9.9.146 36085 1194 17,68,1410,6002,1342,362,5640,0,1300,10.0,756641.0,756631.0,1351154.0,tiktok
9.9.9.147 10.10.10.147 1194 36085 17,104,851,1918,747,755,1163,0,747,10950.0,1542186.0,1531236.0,1710863.0,tiktok
10.10.10.147 9.9.9.147 36085 1194 17,104,1381,3179,1277,1138,2041,8,1226,803.0,1498782.0,1497979.0,1646374.0,tiktok
9.9.9.148 10.10.10.148 36085 1194 17,121,1410,8702,1289,5640,3062,0,1289,31.0,54606.0,54575.0,119987.0,tiktok
10.10.10.148 9.9.9.148 1194 36085 17,1410,1410,11280,0,5640,5640,0,0,1.0,12712.0,12711.0,22535.0,tiktok
9.9.9.149 10.10.10.149 1194 36085 17,104,1410,8668,1306,3028,5640,0,1306,3.0,1437679.0,1437676.0,2081526.0,tiktok
10.10.10.149 9.9.9.149 36085 1194 17,116,1410,8697,1294,4346,4351,0,1294,2199.0,1232045.0,1229846.0,1411607.0,tiktok
9.9.9.150 10.10.10.150 1194 36085 17,68,1410,9938,1342,4298,5640,0,1342,8.0,1118937.0,1118929.0,1174988.0,tiktok
10.10.10.150 9.9.9.150 36085 1194 17,121,1410,6124,1289,4351,1773,0,1289,5.0,114122.0,114117.0,176499.0,tiktok
9.9.9.151 10.10.10.151 36085 1194 17,121,1410,7413,1289,5640,1773,0,1289,13.0,179293.0,179280.0,194379.0,tiktok
10.10.10.151 9.9.9.151 1194 36085 17,1410,1410,11280,0,5640,5640,0,0,1.0,4552.0,4551.0,4643.0,tiktok
9.9.9.152 10.10.10.152 1194 36085 17,68,1410,9938,1342,4298,5640,0,1342,2.0,1978573.0,1978571.0,1996692.0,tiktok
10.10.10.152 9.9.9.152 36085 1194 17,121,1410,6124,1289,4351,1773,0,1289,30.0,218908.0,218878.0,235007.0,tiktok
9.9.9.153 10.10.10.153 1194 36085 17,68,1410,8905,1342,4298,4607,0,1342,20.0,1518796.0,1518776.0,1654450.0,tiktok
10.10.10.153 9.9.9.153 36085 1194 17,121,1410,4835,1289,3062,1773,0,1289,12.0,134712.0,134700.0,246408.0,tiktok
9.9.9.154 10.10.10.154 36085 1194 17,104,1381,3954,1277,1977,1977,0,1277,11.0,422495.0,422484.0,761385.0,tiktok
10.10.10.154 9.9.9.154 1194 36085 17,104,1410,3459,1306,987,2472,12,1272,5286.0,6062131.0,6056845.0,6781210.0,tiktok
9.9.9.155 10.10.10.155 36085 1194 17,68,1330,5437,1262,2880,2557,41,1262,19.0,87034.0,87015.0,126092.0,tiktok
10.10.10.155 9.9.9.155 1194 36085 17,68,1330,4274,1262,2538,1736,4,1262,2.0,88676.0,88674.0,219699.0,tiktok
9.9.9.156 10.10.10.156 36085 1194 17,68,1410,7360,1342,4298,3062,0,1342,31.0,3177568.0,3177537.0,3488488.0,tiktok
10.10.10.156 9.9.9.156 1194 36085 17,68,1410,9938,1342,4298,5640,0,1342,1.0,3236483.0,3236482.0,3240988.0,tiktok
9.9.9.157 10.10.10.157 36085 1194 17,121,1410,7413,1289,5640,1773,0,1289,2.0,97468.0,97466.0,162670.0,tiktok
10.10.10.157 9.9.9.157 1194 36085 17,68,1410,9938,1342,4298,5640,0,1342,1.0,49783.0,49782.0,55556.0,tiktok
9.9.9.158 10.10.10.158 1194 36085 17,68,1410,9938,1342,4298,5640,0,1342,3.0,2241848.0,2241845.0,2242700.0,tiktok
10.10.10.158 9.9.9.158 36085 1194 17,121,1410,8702,1289,5640,3062,0,1289,8.0,74866.0,74858.0,102751.0,tiktok
9.9.9.159 10.10.10.159 1194 36085 17,68,1410,8899,1342,4298,4601,0,1342,3.0,182758.0,182755.0,327134.0,tiktok
10.10.10.159 9.9.9.159 36085 1194 17,121,1410,7413,1289,5640,1773,0,1289,2.0,186446.0,186444.0,195605.0,tiktok
9.9.9.160 10.10.10.160 1194 36085 17,92,1410,8706,1318,3066,5640,0,1318,2.0,3598179.0,3598177.0,6467297.0,tiktok
10.10.10.160 9.9.9.160 36085 1194 17,121,1410,6192,1289,3130,3062,0,1289,258.0,3577371.0,3577113.0,6422083.0,tiktok
5.5.5.1 6.6.6.1 45727 1194 17,92,609,1293,517,925,368,0,517,1374.0,92047.0,90673.0,218533.0,linkedin
6.6.6.1 5.5.5.1 1194 45727 17,92,1381,5307,1289,2958,2349,0,1289,2.0,119015.0,119013.0,226124.0,linkedin
5.5.5.2 6.6.6.2 45727 1194 17,92,609,1293,517,905,388,0,517,1369.0,218118.0,216749.0,343940.0,linkedin
6.6.6.2 5.5.5.2 1194 45727 17,92,1381,6590,1289,2958,3632,0,1289,3.0,168658.0,168655.0,330032.0,linkedin
5.5.5.3 6.6.6.3 45727 1194 17,92,609,1431,517,905,526,0,517,807.0,121744.0,120937.0,265970.0,linkedin
6.6.6.3 5.5.5.3 1194 45727 17,92,1381,5631,1289,2958,2673,0,1289,0.0,187364.0,187364.0,278065.0,linkedin
5.5.5.4 6.6.6.4 45727 1194 17,92,609,1373,517,925,448,0,517,1706.0,167584.0,165878.0,430519.0,linkedin
6.6.6.4 5.5.5.4 1194 45727 17,92,1381,6590,1289,2958,3632,0,1289,0.0,127572.0,127572.0,310001.0,linkedin
5.5.5.5 6.6.6.5 45727 1194 17,92,609,1321,517,436,885,0,517,1946.0,823868.0,821922.0,1139022.0,linkedin
6.6.6.5 5.5.5.5 1194 45727 17,92,1381,5313,1289,404,4909,0,1289,1.0,875206.0,875205.0,1000682.0,linkedin
5.5.5.6 6.6.6.6 45727 1194 17,92,609,1431,517,905,526,0,517,1627.0,84407.0,82780.0,216196.0,linkedin
6.6.6.6 5.5.5.6 1194 45727 17,92,1381,5631,1289,2958,2673,0,1289,0.0,123520.0,123520.0,210656.0,linkedin
5.5.5.7 6.6.6.7 45727 1194 17,92,609,1431,517,905,526,0,517,12.0,127283.0,127271.0,285733.0,linkedin
6.6.6.7 5.5.5.7 1194 45727 17,92,1381,5289,1289,2958,2331,0,1289,0.0,194217.0,194217.0,291728.0,linkedin
5.5.5.8 6.6.6.8 45727 1194 17,104,104,832,0,416,416,0,0,1461.0,100998.0,99537.0,111555.0,linkedin
6.6.6.8 5.5.5.8 1194 45727 17,92,1381,4663,1289,428,4235,0,1289,0.0,551644.0,551644.0,681929.0,linkedin
5.5.5.9 6.6.6.9 45727 1194 17,92,609,1431,517,905,526,0,517,1745.0,101728.0,99983.0,251436.0,linkedin
6.6.6.9 5.5.5.9 1194 45727 17,92,1381,5631,1289,2958,2673,0,1289,0.0,158174.0,158174.0,249897.0,linkedin
5.5.5.10 6.6.6.10 45727 1194 17,104,337,1157,233,657,500,0,233,858.0,330986.0,330128.0,525198.0,linkedin
6.6.6.10 5.5.5.10 1194 45727 17,92,1381,3513,1289,2841,672,8,1277,0.0,410946.0,410946.0,640270.0,linkedin
5.5.5.11 6.6.6.11 45727 1194 17,92,104,808,12,416,392,0,12,243.0,103651.0,103408.0,168167.0,linkedin
6.6.6.11 5.5.5.11 1194 45727 17,104,158,994,54,524,470,0,54,0.0,19289.0,19289.0,39699.0,linkedin
5.5.5.12 6.6.6.12 45727 1194 17,92,609,1293,517,905,388,0,517,1611.0,119152.0,117541.0,352942.0,linkedin
6.6.6.12 5.5.5.12 1194 45727 17,92,1381,5301,1289,2958,2343,0,1289,0.0,226341.0,226341.0,420023.0,linkedin
5.5.5.13 6.6.6.13 45727 1194 17,92,609,1305,517,917,388,0,517,1531.0,517302.0,515771.0,867851.0,linkedin
6.6.6.13 5.5.5.13 1194 45727 17,92,1381,5313,1289,2958,2355,0,1289,0.0,214072.0,214072.0,403764.0,linkedin
5.5.5.14 6.6.6.14 45727 1194 17,92,112,868,20,440,428,0,20,1414.0,5920537.0,5919123.000000001,6018403.0,linkedin
6.6.6.14 5.5.5.14 1194 45727 17,68,104,784,36,380,404,0,36,0.0,794939.0,794939.0,894933.0,linkedin
5.5.5.15 6.6.6.15 45727 1194 17,92,112,856,20,448,408,0,20,1913.0,87902.0,85989.0,105586.0,linkedin
6.6.6.15 5.5.5.15 1194 45727 17,68,104,784,36,380,404,0,36,0.0,101285.0,101285.0,179366.0,linkedin
5.5.5.16 6.6.6.16 45727 1194 17,92,609,1353,517,925,428,0,517,836.0,243770.0,242934.0,452830.0,linkedin
6.6.6.16 5.5.5.16 1194 45727 17,92,1381,5313,1289,1681,3632,0,1289,0.0,237011.0,237011.0,363944.0,linkedin
5.5.5.17 6.6.6.17 45727 1194 17,92,207,948,115,544,404,0,92,38399.0,628582.0,590183.0,1318841.0,linkedin
6.6.6.17 5.5.5.17 1194 45727 17,92,1381,2546,1289,864,1682,1,1289,1.0,1651372.0,1651371.0,1965361.0,linkedin
5.5.5.18 6.6.6.18 45727 1194 17,92,609,1285,517,917,368,0,517,1594.0,169109.0,167515.0,424548.0,linkedin
6.6.6.18 5.5.5.18 1194 45727 17,92,1381,5631,1289,2958,2673,0,1289,0.0,240839.0,240839.0,355210.0,linkedin
5.5.5.19 6.6.6.19 45727 1194 17,92,609,1293,517,925,368,0,517,1552.0,296404.0,294852.0,389771.0,linkedin
6.6.6.19 5.5.5.19 1194 45727 17,92,1381,6590,1289,2958,3632,0,1289,0.0,158928.0,158928.0,364298.0,linkedin
5.5.5.20 6.6.6.20 45727 1194 17,92,609,1431,517,905,526,0,517,528.0,94955.0,94427.0,197699.0,linkedin
6.6.6.20 5.5.5.20 1194 45727 17,92,1381,5631,1289,2958,2673,0,1289,0.0,122733.0,122733.0,205269.0,linkedin
1.1.1.152 2.2.2.152 45920 1194 17,104,1312,2482,1208,1648,834,0,1200,25.0,36484.0,36459.0,47291.0,facebook
2.2.2.152 1.1.1.152 1194 45920 17,112,1312,4495,1200,448,4047,0,1200,1.0,11784.0,11783.0,18266.0,facebook
1.1.1.153 2.2.2.153 44569 1194 17,104,1312,2488,1208,1646,842,0,1200,341.0,1020634.0,1020293.0,1075895.0,facebook
2.2.2.153 1.1.1.153 1194 44569 17,112,1312,2321,1200,464,1857,0,1200,2.0,989786.0,989784.0,999272.0,facebook
1.1.1.154 2.2.2.154 44569 1194 17,104,1312,2482,1208,1648,834,0,1200,3004.0,50765.0,47761.0,110285.0,facebook
2.2.2.154 1.1.1.154 1194 44569 17,104,1312,2297,1208,1648,649,0,1200,2.0,58551.0,58549.0,96577.0,facebook
1.1.1.155 2.2.2.155 44569 1194 17,104,1312,2305,1208,1648,657,0,1200,1143.0,46138.0,44995.0,103538.0,facebook
2.2.2.155 1.1.1.155 1194 44569 17,112,1312,2315,1200,448,1867,0,1200,3.0,98978.0,98975.0,120822.0,facebook
1.1.1.156 2.2.2.156 44569 1194 17,104,1312,2303,1208,1648,655,0,1200,1853.0,57450.0,55597.0,112945.0,facebook
2.2.2.156 1.1.1.156 1194 44569 17,104,1312,2297,1208,1809,488,0,1200,21.0,60301.0,60280.0,101221.0,facebook
1.1.1.157 2.2.2.157 44569 1194 17,104,1312,3511,1208,1648,1863,0,1208,1694.0,14995.0,13301.0,48192.0,facebook
2.2.2.157 1.1.1.157 1194 44569 17,112,1312,3505,1200,448,3057,0,1200,3.0,19818.0,19815.0,43507.0,facebook
1.1.1.158 2.2.2.158 44569 1194 17,104,1312,3272,1208,1648,1624,0,1208,1880.0,59176.0,57296.0,85434.0,facebook
2.2.2.158 1.1.1.158 1194 44569 17,104,1312,3496,1208,1648,1848,0,1208,2.0,60399.0,60397.0,86200.0,facebook
1.1.1.159 2.2.2.159 44569 1194 17,104,1312,2303,1208,1648,655,0,1200,1913.0,66254.0,64341.0,84034.0,facebook
2.2.2.159 1.1.1.159 1194 44569 17,112,1312,3505,1200,448,3057,0,1200,14.0,102848.0,102834.0,174977.0,facebook
1.1.1.160 2.2.2.160 44569 1194 17,104,1312,2303,1208,1648,655,0,1200,1798.0,84739.0,82941.0,156106.0,facebook
2.2.2.160 1.1.1.160 1194 44569 17,104,1312,2297,1208,448,1849,0,1200,3.0,93215.0,93212.0,136322.0,facebook
1.1.1.161 2.2.2.161 44569 1194 17,104,1312,3120,1208,1480,1640,0,1200,1985.0,17588.0,15603.0,69646.0,facebook
2.2.2.161 1.1.1.161 1194 44569 17,104,1312,4488,1208,2848,1640,0,1208,23.0,53632.0,53609.0,85712.0,facebook
1.1.1.162 2.2.2.162 44569 1194 17,104,1312,3511,1208,1648,1863,0,1208,1529.0,25009.0,23480.0,63058.0,facebook
2.2.2.162 1.1.1.162 1194 44569 17,112,1312,3504,1200,448,3056,0,1200,2.0,36460.0,36458.0,60288.0,facebook
1.1.1.163 2.2.2.163 44569 1194 17,104,1312,2303,1208,1648,655,0,1200,1350.0,61315.0,59965.0,73939.0,facebook
2.2.2.163 1.1.1.163 1194 44569 17,104,1312,2297,1208,448,1849,0,1200,3.0,66938.0,66935.0,77697.0,facebook
1.1.1.164 2.2.2.164 44569 1194 17,104,1312,2303,1208,1648,655,0,1200,1806.0,64755.0,62949.0,81709.0,facebook
2.2.2.164 1.1.1.164 1194 44569 17,104,1312,2296,1208,448,1848,0,1200,2.0,70224.0,70222.0,86471.0,facebook
1.1.1.165 2.2.2.165 44569 1194 17,104,1312,3684,1208,1648,2036,0,1208,1643.0,51532.0,49889.0,108486.0,facebook
2.2.2.165 1.1.1.165 1194 44569 17,104,1312,3496,1208,1648,1848,0,1208,2.0,74384.0,74382.0,98293.0,facebook
3.3.3.150 4.4.4.150 1194 37318 17,100,1312,2303,1212,1819,484,0,1200,3.0,1248328.0,1248325.0,1348014.0,instagram
4.4.4.150 3.3.3.150 37318 1194 17,100,1332,3519,1232,1648,1871,8,1232,1926.0,1137436.0,1135510.0,1290319.0,instagram
3.3.3.151 4.4.4.151 37318 1194 17,92,1332,5367,1240,2888,2479,0,1220,1926.0,59196.0,57270.0,157231.0,instagram
4.4.4.151 3.3.3.151 1194 37318 17,112,1312,2655,1200,1880,775,0,1016,3.0,33760.0,33757.0,70160.0,instagram
3.3.3.152 4.4.4.152 37318 1194 17,104,1332,4941,1228,1660,3281,0,1228,3716.0,57814.0,54098.0,94181.0,instagram
4.4.4.152 3.3.3.152 1194 37318 17,104,1312,2319,1208,1880,439,0,1200,3.0,49466.0,49463.0,93539.0,instagram
3.3.3.153 4.4.4.153 37318 1194 17,104,1332,3713,1228,2888,825,0,1228,1864.0,48540.0,46676.0,77071.0,instagram
4.4.4.153 3.3.3.153 1194 37318 17,104,1312,2549,1208,1832,717,0,1200,21.0,51017.0,50996.0,73099.0,instagram
3.3.3.154 4.4.4.154 37318 1194 17,104,1332,3713,1228,1660,2053,0,1228,1376.0,39761.0,38385.0,107370.0,instagram
4.4.4.154 3.3.3.154 1194 37318 17,104,1312,2548,1208,1831,717,48,1200,21.0,37534.0,37513.0,95499.0,instagram
3.3.3.155 4.4.4.155 37318 1194 17,104,1332,4941,1228,1660,3281,0,1228,985.0,59758.0,58773.0,122511.0,instagram
4.4.4.155 3.3.3.155 1194 37318 17,104,1312,3512,1208,1880,1632,0,1208,18.0,80478.0,80460.0,117762.0,instagram
3.3.3.156 4.4.4.156 37318 1194 17,104,1332,4941,1228,1660,3281,0,1228,1928.0,91566.0,89638.0,230875.0,instagram
4.4.4.156 3.3.3.156 1194 37318 17,112,1312,3758,1200,1879,1879,48,1200,21.0,76935.0,76914.0,121789.0,instagram
3.3.3.157 4.4.4.157 37318 1194 17,104,1332,4943,1228,2061,2882,8,1228,31.0,38947.0,38916.0,61059.0,instagram
4.4.4.157 3.3.3.157 1194 37318 17,104,1312,2555,1208,1879,676,15,1200,24.0,34057.0,34033.0,61575.0,instagram
3.3.3.158 4.4.4.158 37318 1194 17,104,1332,4532,1228,2888,1644,0,1228,2659.0,64588.0,61929.0,191307.0,instagram
4.4.4.158 3.3.3.158 1194 37318 17,112,1312,3758,1200,1879,1879,0,1200,2.0,47284.0,47282.0,118074.0,instagram
3.3.3.159 4.4.4.159 37318 1194 17,104,1332,4941,1228,2888,2053,0,1228,3405.0,54319.0,50914.0,104832.0,instagram
4.4.4.159 3.3.3.159 1194 37318 17,104,1312,2548,1208,1831,717,56,1200,2.0,81122.0,81120.0,117669.0,instagram
3.3.3.160 4.4.4.160 37318 1194 17,104,1332,3729,1228,2888,841,0,1220,1948.0,271027.0,269079.0,509175.0,instagram
4.4.4.160 3.3.3.160 1194 37318 17,104,1312,2793,1208,1879,914,8,1017,21.0,89877.0,89856.0,258876.0,instagram
3.3.3.161 4.4.4.161 37318 1194 17,104,1332,5540,1228,1660,3880,0,1228,1721.0,81764.0,80043.0,111281.0,instagram
4.4.4.161 3.3.3.161 1194 37318 17,104,1312,2406,1208,1879,527,8,1200,18.0,64823.0,64805.0,96010.0,instagram
3.3.3.162 4.4.4.162 37318 1194 17,104,1332,4941,1228,1660,3281,0,1228,1364.0,112988.0,111624.0,222415.0,instagram
4.4.4.162 3.3.3.162 1194 37318 17,112,1312,3760,1200,1880,1880,48,1200,2.0,100039.0,100037.0,116917.0,instagram
3.3.3.163 4.4.4.163 37318 1194 17,104,1332,3713,1228,2888,825,0,1228,1092.0,73070.0,71978.0,88586.0,instagram
