Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT Range,Flow Duration,Packet Length Range,First4Sum,Last4Sum,Label
16.16.16.57 15.15.15.57 51573 1194 17,104,1330,2265,0,1226,1,1843950,1843949,3150686000,1226,607,1658,multimedia_apps
15.15.15.58 16.16.16.58 51573 1194 17,112,1330,4568,0,1218,12,250278,250266,476538000,1218,1666,2902,multimedia_apps
16.16.16.58 15.15.15.58 1194 51573 17,102,1330,6976,0,1228,0,411982,411982,1079954000,1228,4092,2884,multimedia_apps
15.15.15.59 16.16.16.59 51573 1194 17,112,1330,5768,0,1218,38,278061,278023,306651000,1218,2884,2884,multimedia_apps
16.16.16.59 15.15.15.59 1194 51573 17,112,1330,8204,0,1218,0,83972,83972,95951000,1218,5320,2884,multimedia_apps
15.15.15.60 16.16.16.60 51573 1194 17,104,1330,3116,0,1218,11,207135,207124,210325000,1226,1658,1458,multimedia_apps
16.16.16.60 15.15.15.60 1194 51573 17,104,1330,5760,0,1226,0,206281,206281,232465000,1226,2884,2876,multimedia_apps
15.15.15.61 16.16.16.61 51573 1194 17,104,1330,3842,0,1218,11,180339,180328,212105000,1226,2884,958,multimedia_apps
16.16.16.61 15.15.15.61 1194 51573 17,112,1330,6986,0,1218,0,12193,12193,29640000,1218,4102,2884,multimedia_apps
15.15.15.62 16.16.16.62 51573 1194 17,104,1330,3324,0,1218,1,219809,219808,237427000,1226,2884,440,multimedia_apps
16.16.16.62 15.15.15.62 1194 51573 17,112,1330,6986,0,1218,0,12157,12157,36097000,1218,1666,5320,multimedia_apps
15.15.15.63 16.16.16.63 1194 51573 17,112,1330,6981,0,1218,0,688214,688214,711119000,1218,1661,5320,multimedia_apps
16.16.16.63 15.15.15.63 51573 1194 17,104,1330,3832,0,1218,1,554050,554049,603126000,1226,2182,1650,multimedia_apps
15.15.15.64 16.16.16.64 51573 1194 17,104,1330,3825,0,1218,2,181518,181516,183888000,1226,2884,941,multimedia_apps
16.16.16.64 15.15.15.64 1194 51573 17,112,1330,6986,0,1218,0,15658,15658,32161000,1218,1666,5320,multimedia_apps
15.15.15.65 16.16.16.65 51573 1194 17,104,1330,4334,0,1218,58,62620,62562,104252000,1226,1658,2676,multimedia_apps
16.16.16.65 15.15.15.65 1194 51573 17,104,1381,5803,0,1277,0,44725,44725,67519000,1277,2884,2919,multimedia_apps
15.15.15.66 16.16.16.66 51573 1194 17,104,1330,3825,0,1218,1,48314,48313,57777000,1226,2884,941,multimedia_apps
16.16.16.66 15.15.15.66 1194 51573 17,112,1330,6986,0,1218,1,11818,11817,39488000,1218,2884,4102,multimedia_apps
15.15.15.67 16.16.16.67 51573 1194 17,104,1330,3308,0,1218,1,78545,78544,90454000,1226,2884,424,multimedia_apps
16.16.16.67 15.15.15.67 1194 51573 17,112,1330,6986,0,1218,0,10592,10592,22335000,1218,1666,5320,multimedia_apps
15.15.15.68 16.16.16.68 51573 1194 17,104,1330,4334,0,1218,11,53614,53603,79362000,1226,1658,2676,multimedia_apps
16.16.16.68 15.15.15.68 1194 51573 17,104,1381,7080,0,1277,4427,17552,13125,78362000,1277,2884,4196,multimedia_apps
15.15.15.69 16.16.16.69 51573 1194 17,104,1330,4334,0,1218,11,107530,107519,123449000,1226,1658,2676,multimedia_apps
16.16.16.69 15.15.15.69 1194 51573 17,104,1381,7080,0,1277,1,89162,89161,128802000,1277,2884,4196,multimedia_apps
15.15.15.70 16.16.16.70 51573 1194 17,104,1330,3834,0,1218,9,99647,99638,210656000,1226,1658,2176,multimedia_apps
16.16.16.70 15.15.15.70 1194 51573 17,104,1381,7080,0,1277,0,29227,29227,65327000,1277,4102,2978,multimedia_apps
15.15.15.71 16.16.16.71 51573 1194 17,104,1330,3308,0,1218,9,87553,87544,88271000,1226,2884,424,multimedia_apps
16.16.16.71 15.15.15.71 1194 51573 17,112,1330,6986,0,1218,0,6030,6030,23722000,1218,1666,5320,multimedia_apps
15.15.15.72 16.16.16.72 51573 1194 17,112,1330,4568,0,1218,8,304173,304165,304887000,1218,2884,1684,multimedia_apps
16.16.16.72 15.15.15.72 1194 51573 17,112,1330,6986,0,1218,0,11103,11103,29064000,1218,1666,5320,multimedia_apps
11.11.11.60 12.12.12.60 44561 1194 17,104,621,1381,0,517,1,405776,405775,525919000,517,448,933,multimedia_apps
12.12.12.60 11.11.11.60 1194 44561 17,104,1381,3595,0,1277,0,119846,119846,141726000,1277,440,3155,multimedia_apps
11.11.11.61 12.12.12.61 44561 1194 17,104,112,864,0,8,1,106080,106079,110251000,8,448,416,multimedia_apps
12.12.12.61 11.11.11.61 1194 44561 17,104,1381,3603,0,1277,0,115221,115221,136574000,1277,448,3155,multimedia_apps
11.11.11.62 12.12.12.62 44561 1194 17,104,621,1882,0,517,19,98060,98041,237521000,517,949,933,multimedia_apps
12.12.12.62 11.11.11.62 1194 44561 17,104,1381,4864,0,1277,0,129894,129894,253289000,1277,1709,3155,multimedia_apps
11.11.11.63 12.12.12.63 44561 1194 17,104,621,1381,0,517,11,78791,78780,94355000,517,448,933,multimedia_apps
12.12.12.63 11.11.11.63 1194 44561 17,104,1381,3418,0,1277,0,88004,88004,101747000,1277,448,2970,multimedia_apps
11.11.11.64 12.12.12.64 44561 1194 17,104,112,864,0,8,1,104228,104227,105484000,8,448,416,multimedia_apps
12.12.12.64 11.11.11.64 1194 44561 17,104,1381,2141,0,1277,0,113282,113282,129088000,1277,448,1693,multimedia_apps
11.11.11.65 12.12.12.65 44561 1194 17,104,112,864,0,8,1,48441,48440,94981000,8,448,416,multimedia_apps
12.12.12.65 11.11.11.65 1194 44561 17,104,1381,3418,0,1277,0,97817,97817,124905000,1277,448,2970,multimedia_apps
11.11.11.66 12.12.12.66 44561 1194 17,104,112,864,0,8,8,76490,76482,86547000,8,448,416,multimedia_apps
12.12.12.66 11.11.11.66 1194 44561 17,104,1381,3418,0,1277,0,157456,157456,173233000,1277,448,2970,multimedia_apps
11.11.11.67 12.12.12.67 44561 1194 17,104,112,872,0,8,1,77804,77803,93569000,8,448,424,multimedia_apps
12.12.12.67 11.11.11.67 1194 44561 17,104,112,872,0,8,0,62161,62161,101855000,8,448,424,multimedia_apps
11.11.11.68 12.12.12.68 44561 1194 17,104,621,1461,0,517,69,317431,317362,568725000,517,941,520,multimedia_apps
12.12.12.68 11.11.11.68 1194 44561 17,104,1381,3600,0,1277,0,395323,395323,610005000,1277,2978,622,multimedia_apps
11.11.11.69 12.12.12.69 44561 1194 17,104,112,864,0,8,1,100874,100873,100937000,8,448,416,multimedia_apps
12.12.12.69 11.11.11.69 1194 44561 17,104,1381,3418,0,1277,0,107959,107959,121946000,1277,448,2970,multimedia_apps
11.11.11.70 12.12.12.70 44561 1194 17,104,112,864,0,8,1,103983,103982,107259000,8,448,416,multimedia_apps
12.12.12.70 11.11.11.70 1194 44561 17,104,1381,3418,0,1277,0,120649,120649,143962000,1277,448,2970,multimedia_apps
11.11.11.71 12.12.12.71 44561 1194 17,104,112,864,0,8,1,185400,185399,185971000,8,448,416,multimedia_apps
12.12.12.71 11.11.11.71 1194 44561 17,104,1381,3610,0,1277,0,209237,209237,215195000,1277,448,3162,multimedia_apps
11.11.11.72 12.12.12.72 44561 1194 17,104,621,1381,0,517,2,183144,183142,258099000,517,448,933,multimedia_apps
12.12.12.72 11.11.11.72 1194 44561 17,104,1381,3603,0,1277,0,202332,202332,294072000,1277,448,3155,multimedia_apps
11.11.11.73 12.12.12.73 44561 1194 17,104,621,1381,0,517,10,409194,409184,432846000,517,448,933,multimedia_apps
12.12.12.73 11.11.11.73 1194 44561 17,104,1381,3418,0,1277,0,412356,412356,442460000,1277,448,2970,multimedia_apps
11.11.11.74 12.12.12.74 44561 1194 17,104,112,872,0,8,1,69624,69623,91459000,8,448,424,multimedia_apps
12.12.12.74 11.11.11.74 1194 44561 17,104,1381,2149,0,1277,0,174505,174505,191495000,1277,448,1701,multimedia_apps
11.11.11.75 12.12.12.75 1194 44561 17,68,1381,2113,0,1277,0,263988,263988,389728000,1313,404,1709,multimedia_apps
12.12.12.75 11.11.11.75 44561 1194 17,104,112,872,0,8,92,90338,90246,94896000,8,448,424,multimedia_apps
11.11.11.76 12.12.12.76 44561 1194 17,104,112,872,0,8,2,82063,82061,95831000,8,448,424,multimedia_apps
12.12.12.76 11.11.11.76 1194 44561 17,104,112,872,0,8,0,96551,96551,118570000,8,448,424,multimedia_apps
11.11.11.77 12.12.12.77 44561 1194 17,104,112,864,0,8,1,105003,105002,112862000,8,448,416,multimedia_apps
12.12.12.77 11.11.11.77 1194 44561 17,68,1381,2113,0,1277,1,111988,111987,294720000,1313,404,1709,multimedia_apps
11.11.11.78 12.12.12.78 44561 1194 17,104,112,864,0,8,1,104400,104399,105361000,8,448,416,multimedia_apps
12.12.12.78 11.11.11.78 1194 44561 17,68,112,828,0,44,0,114999,114999,199232000,44,404,424,multimedia_apps
11.11.11.79 12.12.12.79 44561 1194 17,104,112,864,0,8,11,102736,102725,103784000,8,448,416,multimedia_apps
12.12.12.79 11.11.11.79 1194 44561 17,104,1381,2141,0,1277,0,106966,106966,129170000,1277,448,1693,multimedia_apps
3.3.3.70 4.4.4.70 47097 1194 17,104,1332,4759,8,1228,38,2209924,2209886,2339068000,1228,1660,3099,multimedia_apps
4.4.4.70 3.3.3.70 1194 47097 17,104,1381,5825,0,1277,0,106571,106571,118437000,1277,1880,3945,multimedia_apps
3.3.3.71 4.4.4.71 47097 1194 17,104,1332,4534,0,1228,1,87576,87575,235053000,1228,1652,2882,multimedia_apps
4.4.4.71 3.3.3.71 1194 47097 17,112,1312,3764,44,1200,0,112183,112183,142484000,1200,1880,1884,multimedia_apps
3.3.3.72 4.4.4.72 47097 1194 17,92,1332,2281,0,1220,1,114001,114000,200107000,1240,1879,402,multimedia_apps
4.4.4.72 3.3.3.72 1194 47097 17,104,1381,5825,0,1277,0,81131,81131,98479000,1277,1880,3945,multimedia_apps
3.3.3.73 4.4.4.73 47097 1194 17,104,1332,3534,8,1228,10,67215,67205,170674000,1228,1879,1655,multimedia_apps
4.4.4.73 3.3.3.73 1194 47097 17,104,1312,2398,0,1200,0,59838,59838,98245000,1208,1879,519,multimedia_apps
3.3.3.74 4.4.4.74 47097 1194 17,104,1332,3557,0,1228,2182,76399,74217,225068000,1228,1652,1905,multimedia_apps
4.4.4.74 3.3.3.74 1194 47097 17,112,1312,3764,44,1200,0,95684,95684,128968000,1200,1880,1884,multimedia_apps
3.3.3.75 4.4.4.75 47097 1194 17,104,1381,5620,8,1228,1,123047,123046,135091000,1277,3749,1871,multimedia_apps
4.4.4.75 3.3.3.75 1194 47097 17,104,1312,3515,0,1200,0,98664,98664,115274000,1208,1632,1883,multimedia_apps
3.3.3.76 4.4.4.76 47097 1194 17,104,1332,4749,8,1228,31,88812,88781,193928000,1228,1879,2870,multimedia_apps
4.4.4.76 3.3.3.76 1194 47097 17,104,1312,2324,12,1200,0,83045,83045,98085000,1208,1880,444,multimedia_apps
3.3.3.77 4.4.4.77 47097 1194 17,104,1332,4509,8,1228,3285,80807,77522,199345000,1228,1879,2630,multimedia_apps
4.4.4.77 3.3.3.77 1194 47097 17,104,1312,3694,0,1208,0,91437,91437,115705000,1208,1879,1815,multimedia_apps
3.3.3.78 4.4.4.78 47097 1194 17,104,1332,4822,0,1228,10,64867,64857,205474000,1228,1652,3170,multimedia_apps
4.4.4.78 3.3.3.78 1194 47097 17,112,1312,3764,44,1200,0,105091,105091,128673000,1200,1880,1884,multimedia_apps
3.3.3.79 4.4.4.79 47097 1194 17,104,1332,4751,8,1228,1934,60148,58214,173581000,1228,1879,2872,multimedia_apps
4.4.4.79 3.3.3.79 1194 47097 17,104,1312,2399,0,1200,0,77020,77020,109241000,1208,1880,519,multimedia_apps
3.3.3.80 4.4.4.80 47097 1194 17,104,1332,5743,0,1228,9,56640,56631,136982000,1228,1652,4091,multimedia_apps
4.4.4.80 3.3.3.80 1194 47097 17,112,1312,2659,3,1200,0,95618,95618,125379000,1200,1880,779,multimedia_apps
3.3.3.81 4.4.4.81 47097 1194 17,104,1332,3381,0,1228,1383,461934,460551,626355000,1228,1726,1655,multimedia_apps
4.4.4.81 3.3.3.81 1194 47097 17,104,1312,2398,8,1208,0,460267,460267,548966000,1208,1871,527,multimedia_apps
3.3.3.82 4.4.4.82 47097 1194 17,104,1332,4886,8,1228,11,103357,103346,233948000,1228,2880,2006,multimedia_apps
4.4.4.82 3.3.3.82 1194 47097 17,112,1312,3762,44,1200,0,106175,106175,137720000,1200,1879,1883,multimedia_apps
3.3.3.83 4.4.4.83 47097 1194 17,104,331,1131,0,227,12,100776,100764,207523000,227,651,480,multimedia_apps
4.4.4.83 3.3.3.83 1194 47097 17,104,1381,4617,0,1277,0,132202,132202,222448000,1277,2978,1639,multimedia_apps
3.3.3.84 4.4.4.84 47097 1194 17,104,1332,4535,0,1228,2930,84720,81790,216956000,1228,1652,2883,multimedia_apps
4.4.4.84 3.3.3.84 1194 47097 17,104,1312,2647,15,1200,0,95116,95116,116339000,1208,1880,767,multimedia_apps
3.3.3.85 4.4.4.85 47097 1194 17,104,1332,5090,0,1228,1,101401,101400,118490000,1228,2061,3029,multimedia_apps
4.4.4.85 3.3.3.85 1194 47097 17,104,1312,2411,12,1200,0,83144,83144,112891000,1208,1880,531,multimedia_apps
3.3.3.86 4.4.4.86 47097 1194 17,104,1332,5921,0,1228,116,67295,67179,150680000,1228,1652,4269,multimedia_apps
4.4.4.86 3.3.3.86 1194 47097 17,112,1312,3762,44,1200,0,100850,100850,125513000,1200,1879,1883,multimedia_apps
3.3.3.87 4.4.4.87 47097 1194 17,104,1332,6148,0,1228,484,59681,59197,112757000,1228,2061,4087,multimedia_apps
4.4.4.87 3.3.3.87 1194 47097 17,104,1312,2555,15,1200,0,41887,41887,102030000,1208,1879,676,multimedia_apps
3.3.3.88 4.4.4.88 47097 1194 17,92,1332,2475,0,1220,30,69493,69463,199078000,1240,2061,414,multimedia_apps
4.4.4.88 3.3.3.88 1194 47097 17,104,1312,3749,56,1208,1,80160,80159,121170000,1208,1880,1869,multimedia_apps
3.3.3.89 4.4.4.89 47097 1194 17,92,1332,4674,8,1228,31,109428,109397,253935000,1240,2061,2613,multimedia_apps
4.4.4.89 3.3.3.89 1194 47097 17,104,1312,3941,56,1200,1,92590,92589,130780000,1208,1880,2061,multimedia_apps
15.15.15.73 16.16.16.73 1194 52961 17,104,1312,2595,38,1208,10,800024,800014,1917965000,1208,728,1867,multimedia_apps
16.16.16.73 15.15.15.73 52961 1194 17,92,1312,4469,0,1220,37,819904,819867,1830845000,1220,368,4101,multimedia_apps
15.15.15.74 16.16.16.74 52961 1194 17,104,1330,3825,0,1218,25,50833,50808,56139000,1226,2884,941,multimedia_apps
16.16.16.74 15.15.15.74 1194 52961 17,112,1330,6986,0,1218,7,6165,6158,15875000,1218,2884,4102,multimedia_apps
15.15.15.75 16.16.16.75 52961 1194 17,104,1330,4334,0,1226,572,39789,39217,65096000,1226,2884,1450,multimedia_apps
16.16.16.75 15.15.15.75 1194 52961 17,112,1330,8204,0,1218,10,10033,10023,16235000,1218,2884,5320,multimedia_apps
15.15.15.76 16.16.16.76 1194 52961 17,112,1330,5801,0,1218,60,1156374,1156314,1200570000,1218,2917,2884,multimedia_apps
16.16.16.76 15.15.15.76 52961 1194 17,104,1330,3894,0,1218,37,1018275,1018238,1104859000,1226,1727,2167,multimedia_apps
15.15.15.77 16.16.16.77 52961 1194 17,104,1330,3825,0,1218,32,40463,40431,56427000,1226,2884,941,multimedia_apps
16.16.16.77 15.15.15.77 1194 52961 17,112,1330,6986,0,1218,41,6065,6024,22721000,1218,1666,5320,multimedia_apps
15.15.15.78 16.16.16.78 52961 1194 17,104,1330,3825,0,1218,34,46453,46419,58111000,1226,2884,941,multimedia_apps
16.16.16.78 15.15.15.78 1194 52961 17,112,1330,6986,0,1218,8,6285,6277,17737000,1218,1666,5320,multimedia_apps
15.15.15.79 16.16.16.79 52961 1194 17,104,1330,3332,0,1226,8,105350,105342,243818000,1226,1674,1658,multimedia_apps
16.16.16.79 15.15.15.79 1194 52961 17,112,1330,5784,0,1218,51,162955,162904,179830000,1218,464,5320,multimedia_apps
15.15.15.80 16.16.16.80 52961 1194 17,104,1330,4334,0,1218,35,51344,51309,96658000,1226,1658,2676,multimedia_apps
16.16.16.80 15.15.15.80 1194 52961 17,104,1330,4534,0,1218,24,69543,69519,87528000,1226,2884,1650,multimedia_apps
15.15.15.81 16.16.16.81 52961 1194 17,104,1330,3842,0,1218,39,116277,116238,163664000,1226,2884,958,multimedia_apps
16.16.16.81 15.15.15.81 1194 52961 17,112,1330,6986,0,1218,44,9662,9618,27933000,1218,2884,4102,multimedia_apps
15.15.15.82 16.16.16.82 1194 52961 17,104,1330,5800,0,1226,32,1240927,1240895,1324891000,1226,2924,2876,multimedia_apps
16.16.16.82 15.15.15.82 52961 1194 17,104,1330,5128,8,1218,577,1139005,1138428,1212789000,1226,1726,3402,multimedia_apps
15.15.15.83 16.16.16.83 52961 1194 17,104,1330,3332,0,1226,45,1641107,1641062,1797173000,1226,1674,1658,multimedia_apps
16.16.16.83 15.15.15.83 1194 52961 17,112,1330,5784,0,1218,54,1704676,1704622,1749801000,1218,2900,2884,multimedia_apps
15.15.15.84 16.16.16.84 52961 1194 17,104,1330,5051,0,1218,46,34509,34463,56577000,1226,2884,2167,multimedia_apps
16.16.16.84 15.15.15.84 1194 52961 17,104,1330,5760,0,1226,62,12393,12331,47162000,1226,4102,1658,multimedia_apps
15.15.15.85 16.16.16.85 52961 1194 17,104,1330,3308,0,1218,29,70006,69977,71189000,1226,2884,424,multimedia_apps
16.16.16.85 15.15.15.85 1194 52961 17,112,1330,6986,0,1218,7,11538,11531,19838000,1218,1666,5320,multimedia_apps
15.15.15.86 16.16.16.86 52961 1194 17,104,1330,4334,0,1218,37,50678,50641,66991000,1226,1658,2676,multimedia_apps
16.16.16.86 15.15.15.86 1194 52961 17,104,1330,5752,0,1226,61,34790,34729,63127000,1226,2884,2868,multimedia_apps
15.15.15.87 16.16.16.87 52961 1194 17,104,1330,3825,0,1218,550,56981,56431,112005000,1226,2884,941,multimedia_apps
16.16.16.87 15.15.15.87 1194 52961 17,112,1330,6986,0,1218,9,6428,6419,17355000,1218,1666,5320,multimedia_apps
15.15.15.88 16.16.16.88 52961 1194 17,104,1330,4334,0,1226,19,57280,57261,66703000,1226,1658,2676,multimedia_apps
16.16.16.88 15.15.15.88 1194 52961 17,104,1330,5752,0,1226,9,48529,48520,71973000,1226,2884,2868,multimedia_apps
1.1.1.70 2.2.2.70 52374 1194 17,104,1312,2303,0,1208,55,51556,51501,108849000,1208,432,1871,multimedia_apps
2.2.2.70 1.1.1.70 1194 52374 17,104,1312,2297,0,1200,1,72945,72944,108398000,1208,1648,649,multimedia_apps
1.1.1.71 2.2.2.71 1194 52374 17,100,1312,2293,0,1200,1,508930,508929,721806000,1212,436,1857,multimedia_apps
2.2.2.71 1.1.1.71 52374 1194 17,104,1312,3280,0,1208,35,203655,203620,378436000,1208,1648,1632,multimedia_apps
1.1.1.72 2.2.2.72 52374 1194 17,104,1312,2303,0,1200,31,45487,45456,104023000,1208,1648,655,multimedia_apps
2.2.2.72 1.1.1.72 1194 52374 17,104,1312,2297,0,1200,1,34470,34469,51969000,1208,448,1849,multimedia_apps
1.1.1.73 2.2.2.73 52374 1194 17,104,1312,2528,0,1208,36,97363,97327,226424000,1208,432,2096,multimedia_apps
2.2.2.73 1.1.1.73 1194 52374 17,104,1312,2289,0,1200,2,144358,144356,218163000,1208,1648,641,multimedia_apps
1.1.1.74 2.2.2.74 52374 1194 17,104,1312,2305,0,1208,4,174073,174069,234440000,1208,432,1873,multimedia_apps
2.2.2.74 1.1.1.74 1194 52374 17,104,1312,2297,0,1200,1,228278,228277,240109000,1208,448,1849,multimedia_apps
1.1.1.75 2.2.2.75 52374 1194 17,104,1312,2303,0,1208,251,52475,52224,152531000,1208,432,1871,multimedia_apps
2.2.2.75 1.1.1.75 1194 52374 17,104,1312,2297,0,1200,0,111811,111811,141711000,1208,1648,649,multimedia_apps
1.1.1.76 2.2.2.76 52374 1194 17,104,1312,2303,0,1208,35,47643,47608,142063000,1208,432,1871,multimedia_apps
2.2.2.76 1.1.1.76 1194 52374 17,104,1312,2296,0,1200,1,86832,86831,137140000,1208,448,1848,multimedia_apps
1.1.1.77 2.2.2.77 52374 1194 17,104,1312,2303,0,1208,25,48847,48822,77060000,1208,1640,663,multimedia_apps
2.2.2.77 1.1.1.77 1194 52374 17,104,1312,2297,0,1200,1,45044,45043,65811000,1208,448,1849,multimedia_apps
1.1.1.78 2.2.2.78 52374 1194 17,104,1312,2303,0,1208,4,96691,96687,191420000,1208,432,1871,multimedia_apps
2.2.2.78 1.1.1.78 1194 52374 17,104,1381,4489,0,1277,1,170759,170758,192451000,1277,448,4041,multimedia_apps
1.1.1.79 2.2.2.79 52374 1194 17,104,1312,2305,0,1208,4,80389,80385,149766000,1208,432,1873,multimedia_apps
2.2.2.79 1.1.1.79 1194 52374 17,104,1312,2241,0,1208,1,121589,121588,149708000,1208,448,1793,multimedia_apps
1.1.1.80 2.2.2.80 52374 1194 17,104,1312,2303,0,1200,85,27373,27288,53247000,1208,1648,655,multimedia_apps
2.2.2.80 1.1.1.80 1194 52374 17,104,1312,2297,0,1208,0,33707,33707,48299000,1208,448,1849,multimedia_apps
1.1.1.81 2.2.2.81 52374 1194 17,104,1312,2072,0,1208,18,109397,109379,217885000,1208,432,1640,multimedia_apps
2.2.2.81 1.1.1.81 1194 52374 17,104,1312,2297,0,1200,1,119784,119783,207916000,1208,1648,649,multimedia_apps
1.1.1.82 2.2.2.82 52374 1194 17,104,1312,2484,0,1208,39,106686,106647,180517000,1208,432,2052,multimedia_apps
2.2.2.82 1.1.1.82 1194 52374 17,104,1312,2296,0,1200,1,150473,150472,173024000,1208,448,1848,multimedia_apps
1.1.1.83 2.2.2.83 52374 1194 17,104,1312,2303,0,1208,454,78665,78211,96703000,1208,432,1871,multimedia_apps
2.2.2.83 1.1.1.83 1194 52374 17,104,1312,2296,0,1200,1,75073,75072,97142000,1208,448,1848,multimedia_apps
1.1.1.84 2.2.2.84 52374 1194 17,104,337,1328,0,223,32,103770,103738,200000000,233,432,896,multimedia_apps
2.2.2.84 1.1.1.84 1194 52374 17,104,1381,3281,0,1277,1,184069,184068,194160000,1277,448,2833,multimedia_apps
1.1.1.85 2.2.2.85 52374 1194 17,104,337,1328,0,225,7,51290,51283,100163000,233,432,896,multimedia_apps
2.2.2.85 1.1.1.85 1194 52374 17,104,1381,3265,0,1277,1,92612,92611,107038000,1277,448,2817,multimedia_apps
1.1.1.86 2.2.2.86 52374 1194 17,104,337,1328,0,223,5,199564,199559,259615000,233,432,896,multimedia_apps
2.2.2.86 1.1.1.86 1194 52374 17,104,1381,3281,0,1277,1,253285,253284,267528000,1277,448,2833,multimedia_apps
9.9.9.68 10.10.10.68 1194 33983 17,152,1410,10022,0,1258,1,3483087,3483086,3494665000,1258,4382,5640,multimedia_apps
10.10.10.68 9.9.9.68 33983 1194 17,121,1410,8761,0,1289,1116,3263092,3261976,3361002000,1289,4410,4351,multimedia_apps
9.9.9.69 10.10.10.69 33983 1194 17,121,1410,7413,0,1289,32,44914,44882,105863000,1289,5640,1773,multimedia_apps
10.10.10.69 9.9.9.69 1194 33983 17,1410,1410,11280,0,0,1,6420,6419,15860000,0,5640,5640,multimedia_apps
9.9.9.70 10.10.10.70 33983 1194 17,121,1410,8702,0,1289,31,89860,89829,162043000,1289,5640,3062,multimedia_apps
10.10.10.70 9.9.9.70 1194 33983 17,68,1410,9938,0,1342,1,59760,59759,112754000,1342,4298,5640,multimedia_apps
9.9.9.71 10.10.10.71 33983 1194 17,121,1410,6124,0,1289,17,144407,144390,187646000,1289,4351,1773,multimedia_apps
10.10.10.71 9.9.9.71 1194 33983 17,68,1410,9938,0,1342,1,44765,44764,88832000,1342,4298,5640,multimedia_apps
9.9.9.72 10.10.10.72 1194 33983 17,68,1410,9938,0,1342,1,1555735,1555734,1595233000,1342,4298,5640,multimedia_apps
10.10.10.72 9.9.9.72 33983 1194 17,121,1410,4835,0,1289,29,123132,123103,233887000,1289,4351,484,multimedia_apps
9.9.9.73 10.10.10.73 33983 1194 17,68,1410,8649,0,1342,4020,1250895,1246875,1573851000,1342,4298,4351,multimedia_apps
10.10.10.73 9.9.9.73 1194 33983 17,68,1410,9938,0,1342,1,1295737,1295736,1316164000,1342,4298,5640,multimedia_apps
9.9.9.74 10.10.10.74 1194 33983 17,68,1410,9938,0,1342,1,486308,486307,503065000,1342,4298,5640,multimedia_apps
10.10.10.74 9.9.9.74 33983 1194 17,121,1410,8702,0,1289,9,66114,66105,85037000,1289,5640,3062,multimedia_apps
9.9.9.75 10.10.10.75 1194 33983 17,68,1410,9938,0,1342,1,1449099,1449098,1454157000,1342,4298,5640,multimedia_apps
10.10.10.75 9.9.9.75 33983 1194 17,68,1410,8649,0,1342,31,747499,747468,1062185000,1342,4298,4351,multimedia_apps
9.9.9.76 10.10.10.76 33983 1194 17,110,1410,8691,0,1300,30,1640934,1640904,1965363000,1300,4340,4351,multimedia_apps
