Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT Range,Flow Duration,Packet Length Range,First4Sum,Last4Sum,Label
162.159.128.233 10.0.2.16 443 43078 6,40,1480,3429,0,1082,398,100000,99602,260918,1440,2187,1242,messaging_apps
10.0.2.16 162.159.137.232 53412 443 6,40,1500,3356,0,1460,39,100000,99961,300658,1460,850,2506,messaging_apps
162.159.136.232 10.0.2.16 443 54590 6,40,515,1376,0,475,90,100000,99910,456063,475,452,924,messaging_apps
10.0.2.16 162.159.135.232 58934 443 6,40,1500,2599,0,1460,490,100000,99510,438582,1460,1720,879,messaging_apps
162.159.137.232 10.0.2.16 443 58916 6,40,464,1321,0,424,76,100000,99924,416398,424,426,895,messaging_apps
162.159.137.232 10.0.2.16 443 50952 6,40,939,2084,281,899,64754,100000,35246,664754,899,734,1350,messaging_apps
162.159.136.232 10.0.2.16 443 57636 6,40,1480,3970,0,1285,319,100000,99681,341712,1440,2215,1755,messaging_apps
162.159.130.234 10.0.2.16 443 57416 6,83,365,1175,3,264,61507,100000,38493,661507,282,798,377,messaging_apps
10.0.2.16 162.159.136.232 45676 443 6,40,1500,2331,0,1460,41,100000,99959,270307,1460,1620,711,messaging_apps
162.159.130.234 10.0.2.16 443 45208 6,80,324,1093,9,229,100000,100000,0,700000,244,697,396,messaging_apps
10.0.2.16 162.159.130.234 48870 443 6,40,82,362,0,42,100000,398627,298627,1563083,42,160,202,messaging_apps
10.0.2.16 162.159.130.234 50330 443 6,40,82,362,0,42,64456,300000,235544,1063083,42,160,202,messaging_apps
162.159.134.234 10.0.2.16 443 46224 6,40,307,1135,46,210,100000,100000,0,700000,267,686,449,messaging_apps
162.159.128.233 10.0.2.16 443 59434 6,40,512,1367,0,472,39,100000,99961,454386,472,422,945,messaging_apps
10.0.2.16 162.159.136.232 51462 443 6,40,1500,3040,0,1460,58,100000,99942,352652,1460,936,2104,messaging_apps
162.159.136.234 10.0.2.16 443 50678 6,40,337,1140,18,179,74721,100000,25279,667385,297,765,375,messaging_apps
162.159.138.232 10.0.2.16 443 42660 6,40,1480,3322,0,946,159,100000,99841,225414,1440,2154,1168,messaging_apps
10.0.2.16 162.159.134.234 46962 443 6,40,40,320,0,0,3,346,343,597,0,160,160,messaging_apps
162.159.134.234 10.0.2.16 443 48304 6,83,278,1041,33,183,100000,100000,0,700000,195,626,415,messaging_apps
10.0.2.16 162.159.136.232 33260 443 6,40,40,320,0,0,19,10227,10208,10833,0,160,160,messaging_apps
162.159.137.232 10.0.2.16 443 39284 6,40,1480,3730,0,1440,147,100000,99853,261075,1440,3024,706,messaging_apps
162.159.133.234 10.0.2.16 443 42436 6,1000,1480,11360,0,480,3,233,230,483,480,5920,5440,messaging_apps
162.159.134.234 10.0.2.16 443 43390 6,1480,1480,11840,0,0,2,380,378,842,0,5920,5920,messaging_apps
162.159.134.234 10.0.2.16 443 40574 6,40,334,1094,45,185,73675,100000,26325,673675,294,740,354,messaging_apps
162.159.133.234 10.0.2.16 443 42360 6,40,300,863,0,205,465,100000,99535,531477,260,235,628,messaging_apps
10.0.2.16 162.159.130.234 60912 443 6,40,40,320,0,0,44,212,168,1091,0,160,160,messaging_apps
162.159.133.234 10.0.2.16 443 35420 6,82,282,1054,37,187,100000,478294,378294,1478294,200,640,414,messaging_apps
10.0.2.16 162.159.136.234 40316 443 6,40,171,527,0,131,26,47074,47048,56792,131,160,367,messaging_apps
162.159.130.234 10.0.2.16 443 57594 6,40,345,1130,5,187,71262,100000,28738,660963,305,777,353,messaging_apps
162.159.138.232 10.0.2.16 443 50826 6,40,1480,4060,0,1161,80,100000,99920,217158,1440,2181,1879,messaging_apps
10.0.2.16 162.159.128.233 44376 443 6,40,71,351,0,31,73,34852,34779,44911,31,191,160,messaging_apps
162.159.136.234 10.0.2.16 443 41800 6,40,402,1256,41,321,59850,602635,542785,1470551,362,680,576,messaging_apps
162.159.136.232 10.0.2.16 443 55612 6,40,481,1329,0,441,174,100000,99826,437847,441,419,910,messaging_apps
10.0.2.16 162.159.136.234 43542 443 6,40,82,362,0,42,60250,575922,515672,1629929,42,160,202,messaging_apps
162.159.135.232 10.0.2.16 443 35852 6,40,1480,4102,0,1376,57,100000,99943,182982,1440,3661,441,messaging_apps
162.159.135.232 10.0.2.16 443 34080 6,40,460,1309,0,420,74,100000,99926,417340,420,419,890,messaging_apps
162.159.134.234 10.0.2.16 443 53594 6,82,274,1032,3,188,100000,100000,0,700000,192,575,457,messaging_apps
162.159.128.233 10.0.2.16 443 56220 6,40,1480,3671,0,1270,180,100000,99820,297366,1440,2179,1492,messaging_apps
162.159.133.234 10.0.2.16 443 58460 6,40,364,1332,25,227,54620,100000,45380,654620,324,978,354,messaging_apps
10.0.2.16 162.159.138.232 40536 443 6,40,1500,2469,0,1460,255,100000,99745,251506,1460,849,1620,messaging_apps
162.159.137.232 10.0.2.16 443 50172 6,40,1480,3503,0,1165,128,100000,99872,251993,1440,2178,1325,messaging_apps
10.0.2.16 162.159.137.232 37894 443 6,40,40,320,0,0,142,280,138,1449,0,160,160,messaging_apps
10.0.2.16 162.159.133.234 49002 443 6,40,171,603,0,76,8195,100000,91805,539868,131,443,160,messaging_apps
10.0.2.16 162.159.138.232 47992 443 6,40,896,2571,0,856,38075,100000,61925,613571,856,949,1622,messaging_apps
10.0.2.16 162.159.130.234 37418 443 6,40,171,527,0,131,180,43115,42935,47574,131,160,367,messaging_apps
162.159.134.234 10.0.2.16 443 44058 6,40,1480,7889,0,1071,96,88231,88135,91463,1440,5920,1969,messaging_apps
10.0.2.16 162.159.130.234 37468 443 6,40,82,362,0,42,57425,100000,42575,645017,42,202,160,messaging_apps
10.0.2.16 162.159.138.232 55490 443 6,40,1500,2469,0,1460,176,100000,99824,217298,1460,849,1620,messaging_apps
10.0.2.16 162.159.130.234 40324 443 6,40,82,362,0,42,61090,478182,417092,1315329,42,160,202,messaging_apps
10.0.2.16 162.159.136.232 59866 443 6,40,1500,3352,0,1460,34,100000,99966,233460,1460,849,2503,messaging_apps
162.159.138.232 10.0.2.16 443 34864 6,40,1480,3631,0,1440,65,195759,195694,604690,1440,3040,591,messaging_apps
10.0.2.16 162.159.133.234 46020 443 6,40,557,1234,0,517,66,150806,150740,253583,517,697,537,messaging_apps
10.0.2.16 162.159.130.234 38452 443 6,40,171,527,0,131,15,19886,19871,24293,131,160,367,messaging_apps
162.159.135.232 10.0.2.16 443 34770 6,40,1480,3513,0,1046,162,100000,99838,377527,1440,2646,867,messaging_apps
162.159.130.234 10.0.2.16 443 40102 6,1120,1480,11480,0,360,98,4288,4190,9855,360,5920,5560,messaging_apps
162.159.134.234 10.0.2.16 443 53122 6,40,1480,10255,0,1440,6,100000,99994,110555,1440,4335,5920,messaging_apps
162.159.135.234 10.0.2.16 443 57404 6,1480,1480,11840,0,0,6,230,224,303,0,5920,5920,messaging_apps
10.0.2.16 162.159.134.234 44774 443 6,40,82,362,0,42,100000,100000,0,700000,42,160,202,messaging_apps
10.0.2.16 162.159.135.232 52664 443 6,40,40,320,0,0,7,346,339,472,0,160,160,messaging_apps
162.159.134.234 10.0.2.16 443 40672 6,40,346,1095,4,202,71618,100000,28382,671618,306,748,347,messaging_apps
162.159.133.234 10.0.2.16 443 51208 6,40,1331,2406,57,1291,76827,100000,23173,674456,1291,1607,799,messaging_apps
162.159.136.234 10.0.2.16 443 58642 6,40,326,1081,38,189,54994,100000,45006,654994,286,719,362,messaging_apps
162.159.135.234 10.0.2.16 443 34582 6,40,390,1175,38,309,70067,100000,29933,670067,350,673,502,messaging_apps
162.159.135.234 10.0.2.16 443 52180 6,40,1480,7858,0,1102,133,96807,96674,116059,1440,5920,1938,messaging_apps
162.159.128.233 10.0.2.16 443 51416 6,40,603,1261,0,563,345,100000,99655,170907,563,723,538,messaging_apps
10.0.2.16 162.159.133.234 44382 443 6,40,632,912,0,592,11,100000,99989,183131,592,752,160,messaging_apps
10.0.2.16 162.159.138.232 45972 443 6,40,388,668,0,348,138,46092,45954,47784,348,508,160,messaging_apps
10.0.2.16 162.159.133.234 35642 443 6,40,171,527,0,131,27,24364,24337,36021,131,160,367,messaging_apps
10.0.2.16 162.159.135.232 58206 443 6,40,1500,2821,0,1460,48,100000,99952,308409,1460,1620,1201,messaging_apps
10.0.2.16 162.159.134.234 36620 443 6,40,40,320,0,0,112193,620902,508709,2076989,0,160,160,messaging_apps
162.159.135.232 10.0.2.16 443 37160 6,40,1480,3726,0,1440,123,100000,99877,274027,1440,3014,712,messaging_apps
162.159.134.234 10.0.2.16 443 34260 6,79,308,1043,37,229,100000,100000,0,700000,229,598,445,messaging_apps
162.159.130.234 10.0.2.16 443 36514 6,40,299,1109,46,204,100000,100000,0,700000,259,680,429,messaging_apps
162.159.135.232 10.0.2.16 443 39644 6,40,1480,3783,0,1413,35,100000,99965,245170,1440,2156,1627,messaging_apps
10.0.2.16 162.159.134.234 40012 443 6,40,82,362,0,42,93866,100000,6134,693866,42,160,202,messaging_apps
162.159.136.232 10.0.2.16 443 52976 6,40,1480,3876,0,1343,85,100000,99915,231141,1440,2179,1697,messaging_apps
10.0.2.16 162.159.130.234 55098 443 6,40,82,362,0,42,57919,100000,42081,657919,42,160,202,messaging_apps
162.159.138.232 10.0.2.16 443 55398 6,40,1480,9372,0,1440,18,36411,36393,56081,1440,3599,5773,messaging_apps
162.159.128.233 10.0.2.16 443 41848 6,40,1480,3661,0,1351,42,100000,99958,298681,1440,2150,1511,messaging_apps
162.159.133.234 10.0.2.16 443 34034 6,40,303,1014,32,208,100000,100000,0,700000,263,552,462,messaging_apps
10.0.2.16 162.159.128.233 44632 443 6,40,1500,3353,0,1096,66,100000,99934,270389,1460,850,2503,messaging_apps
162.159.128.233 10.0.2.16 443 45034 6,40,1480,3822,0,1226,152,100000,99848,337293,1440,3380,442,messaging_apps
10.0.2.16 162.159.136.234 56618 443 6,40,83,363,0,43,100000,100000,0,700000,43,160,203,messaging_apps
10.0.2.16 162.159.128.233 54214 443 6,40,1500,4311,0,859,1242,100000,98758,451281,1460,2503,1808,messaging_apps
162.159.134.234 10.0.2.16 443 41418 6,1480,1480,11840,0,0,7,227,220,593,0,5920,5920,messaging_apps
10.0.2.16 162.159.134.234 41586 443 6,40,40,320,0,0,8,350,342,778,0,160,160,messaging_apps
162.159.134.234 10.0.2.16 443 47684 6,1480,1480,11840,0,0,3,661,658,1344,0,5920,5920,messaging_apps
162.159.134.234 10.0.2.16 443 40454 6,40,1480,8934,0,1440,154,100000,99846,121651,1440,4329,4605,messaging_apps
10.0.2.16 162.159.133.234 32888 443 6,40,82,362,0,42,100000,100000,0,700000,42,160,202,messaging_apps
162.159.134.234 10.0.2.16 443 49514 6,1120,1480,11480,0,360,3,359,356,801,360,5920,5560,messaging_apps
162.159.135.232 10.0.2.16 443 47852 6,40,509,1389,0,469,62,100000,99938,462441,469,449,940,messaging_apps
10.0.2.16 162.159.135.232 51324 443 6,40,1500,2331,0,1460,63,129599,129536,341873,1460,1620,711,messaging_apps
162.159.135.234 10.0.2.16 443 60968 6,40,1480,8959,0,1440,61,134553,134492,155082,1440,4335,4624,messaging_apps
10.0.2.16 162.159.135.234 60968 443 6,40,632,912,0,592,49,135065,135016,154966,592,752,160,messaging_apps
10.0.2.16 162.159.133.234 36260 443 6,40,82,362,0,42,51386,100000,48614,651386,42,160,202,messaging_apps
10.0.2.16 162.159.133.234 59656 443 6,40,171,645,0,131,5792,100000,94208,538886,131,443,202,messaging_apps
10.0.2.16 162.159.137.232 45048 443 6,40,1500,2592,0,1460,30,100000,99970,212662,1460,937,1655,messaging_apps
10.0.2.16 162.159.128.233 46766 443 6,40,1500,3528,0,1427,60,100000,99940,430810,1460,1721,1807,messaging_apps
162.159.135.234 10.0.2.16 443 50816 6,79,304,1055,37,225,100000,100000,0,700000,225,594,461,messaging_apps
162.159.135.234 10.0.2.16 443 49882 6,40,1480,7617,0,1440,38,100000,99962,169635,1440,4480,3137,messaging_apps
10.0.2.16 162.159.136.232 51296 443 6,40,40,320,0,0,25,436,411,1073,0,160,160,messaging_apps
162.159.133.234 10.0.2.16 443 58038 6,83,295,1077,35,200,100000,100000,0,700000,212,659,418,messaging_apps
10.0.2.16 162.159.134.234 39846 443 6,40,40,320,0,0,7,165,158,591,0,160,160,messaging_apps
162.159.128.233 10.0.2.16 443 44472 6,40,1480,3468,0,1180,225,26588,26363,52495,1440,2780,688,messaging_apps
10.0.2.16 162.159.134.234 35986 443 6,40,171,603,0,76,2337,100000,97663,529353,131,443,160,messaging_apps
162.159.136.234 10.0.2.16 443 39476 6,40,342,1083,28,261,56659,100475,43816,651701,302,743,340,messaging_apps
10.0.2.16 162.159.136.234 39476 443 6,40,82,362,0,42,57147,100267,43120,651680,42,160,202,messaging_apps
162.159.136.232 10.0.2.16 443 39078 6,40,1480,3841,0,1298,53,100000,99947,328785,1440,2898,943,messaging_apps
162.159.130.234 10.0.2.16 443 40042 6,40,395,1134,39,355,62939,100000,37061,662939,355,679,455,messaging_apps
10.0.2.16 162.159.136.234 60618 443 6,40,40,320,0,0,100000,100000,0,700000,0,160,160,messaging_apps
162.159.137.232 10.0.2.16 443 51274 6,40,1480,3789,31,1082,237,100000,99763,407574,1440,3283,506,messaging_apps
10.0.2.16 162.159.130.234 34940 443 6,40,171,527,0,131,147,22762,22615,27217,131,160,367,messaging_apps
162.159.134.234 10.0.2.16 443 33824 6,40,311,967,37,232,78279,100000,21721,678279,271,601,366,messaging_apps
162.159.128.233 10.0.2.16 443 58204 6,40,542,1415,0,502,106,100000,99894,413398,502,443,972,messaging_apps
162.159.138.232 10.0.2.16 443 33684 6,40,1480,6639,0,1440,347,18409,18062,59008,1440,719,5920,messaging_apps
10.0.2.16 162.159.135.234 46518 443 6,40,82,362,0,42,48778,100000,51222,643308,42,202,160,messaging_apps
10.0.2.16 162.159.133.234 37240 443 6,40,40,320,0,0,29,8866,8837,10085,0,160,160,messaging_apps
10.0.2.16 162.159.138.232 54266 443 6,40,1500,2670,0,1427,82,100000,99918,319665,1460,1721,949,messaging_apps
162.159.128.233 10.0.2.16 443 42760 6,40,1480,4088,0,1440,113,100000,99887,272377,1440,3040,1048,messaging_apps
10.0.2.16 162.159.130.234 43442 443 6,40,40,320,0,0,13,258,245,776,0,160,160,messaging_apps
162.159.130.234 10.0.2.16 443 43528 6,40,375,1184,14,229,5479,100000,94521,605479,335,776,408,messaging_apps
162.159.130.234 10.0.2.16 443 33610 6,1120,1480,11452,0,360,8,5049,5041,6222,360,5892,5560,messaging_apps
162.159.133.234 10.0.2.16 443 49048 6,40,420,1394,11,269,82281,100000,17719,679930,380,1046,348,messaging_apps
10.0.2.16 162.159.133.234 60786 443 6,40,171,603,0,76,6105,100000,93895,604087,131,443,160,messaging_apps
162.159.137.232 10.0.2.16 443 52358 6,40,1480,3848,0,1348,79,100000,99921,250300,1440,2156,1692,messaging_apps
162.159.135.232 10.0.2.16 443 58742 6,40,510,1358,0,470,1430,100000,98570,426795,470,419,939,messaging_apps
10.0.2.16 162.159.135.232 35016 443 6,40,1500,3357,0,1460,41,100000,99959,313023,1460,850,2507,messaging_apps
10.0.2.16 162.159.137.232 46530 443 6,40,1500,3624,0,820,50,100000,99950,442505,1460,2328,1296,messaging_apps
10.0.2.16 162.159.134.234 60160 443 6,40,83,363,0,43,63847,100000,36153,663847,43,160,203,messaging_apps
162.159.128.233 10.0.2.16 443 35458 6,40,459,1339,0,419,151,100000,99849,429630,419,445,894,messaging_apps
162.159.128.233 10.0.2.16 443 59966 6,40,1480,3794,0,1424,108,100000,99892,305666,1440,2178,1616,messaging_apps
10.0.2.16 162.159.128.233 44620 443 6,40,1500,2953,0,1460,108,100000,99892,247574,1460,849,2104,messaging_apps
10.0.2.16 162.159.135.232 37874 443 6,40,1500,3981,0,971,30,100000,99970,410615,1460,2177,1804,messaging_apps
10.0.2.16 162.159.134.234 52898 443 6,40,82,362,0,42,75652,100000,24348,675652,42,160,202,messaging_apps
10.0.2.16 162.159.135.234 48876 443 6,40,171,527,0,131,215,100000,99785,108378,131,160,367,messaging_apps
10.0.2.16 162.159.137.232 48868 443 6,40,1500,3979,0,977,102,100000,99898,466636,1460,2171,1808,messaging_apps
162.159.135.232 10.0.2.16 443 39198 6,40,544,1401,0,504,75,100000,99925,454096,504,420,981,messaging_apps
162.159.130.234 10.0.2.16 443 51296 6,40,306,941,35,225,100000,100000,0,700000,266,599,342,messaging_apps
162.159.136.232 10.0.2.16 443 59174 6,40,1480,3929,0,1268,27,100000,99973,302250,1440,3016,913,messaging_apps
10.0.2.16 162.159.136.232 39106 443 6,40,1500,2666,0,1460,37,100000,99963,249913,1460,1620,1046,messaging_apps
162.159.134.234 10.0.2.16 443 35380 6,40,1480,7660,0,1300,24,25720,25696,27087,1440,5920,1740,messaging_apps
10.0.2.16 162.159.137.232 33034 443 6,40,1500,3025,0,1460,51,100000,99949,356084,1460,850,2175,messaging_apps
162.159.136.232 10.0.2.16 443 57626 6,40,1480,3797,0,1440,618,100000,99382,260026,1440,3040,757,messaging_apps
10.0.2.16 162.159.130.234 34118 443 6,40,630,910,0,590,10,100000,99990,113832,590,750,160,messaging_apps
10.0.2.16 162.159.128.233 40530 443 6,40,1500,3138,0,879,919,100000,99081,276067,1460,937,2201,messaging_apps
162.159.134.234 10.0.2.16 443 45552 6,40,1480,7674,0,1440,88,100000,99912,156720,1440,4480,3194,messaging_apps
162.159.136.232 10.0.2.16 443 53268 6,40,1480,3986,0,1188,43,100000,99957,286525,1440,3070,916,messaging_apps
10.0.2.16 162.159.136.234 50380 443 6,40,82,362,0,42,57105,579444,522339,1403862,42,202,160,messaging_apps
162.159.136.232 10.0.2.16 443 54508 6,40,1480,3775,0,1440,81,100000,99919,304357,1440,735,3040,messaging_apps
162.159.134.234 10.0.2.16 443 55306 6,1480,1480,11840,0,0,7,1205,1198,1771,0,5920,5920,messaging_apps
162.159.138.232 10.0.2.16 443 59994 6,1480,1480,11840,0,0,22,227,205,835,0,5920,5920,messaging_apps
10.0.2.16 162.159.128.233 44018 443 6,40,1500,3025,0,1460,27,100000,99973,375986,1460,851,2174,messaging_apps
162.159.136.234 10.0.2.16 443 55132 6,79,282,999,14,203,100000,300000,200000,1600000,203,572,427,messaging_apps
10.0.2.16 162.159.135.232 56812 443 6,40,621,1083,0,581,729,39911,39182,92780,581,342,741,messaging_apps
10.0.2.16 162.159.130.234 47252 443 6,40,82,362,0,42,69704,100000,30296,669704,42,160,202,messaging_apps
10.0.2.16 162.159.136.234 35258 443 6,40,171,527,0,131,292,48285,47993,70201,131,160,367,messaging_apps
162.159.130.234 10.0.2.16 443 42996 6,1480,1480,11840,0,0,22,2812,2790,4652,0,5920,5920,messaging_apps
162.159.136.234 10.0.2.16 443 35778 6,40,363,1099,30,280,63663,100000,36337,663663,323,755,344,messaging_apps
10.0.2.16 162.159.136.234 58456 443 6,40,632,912,0,592,174,100000,99826,108684,592,752,160,messaging_apps
162.159.134.234 10.0.2.16 443 57384 6,40,332,1078,44,189,50701,100000,49299,645611,292,673,405,messaging_apps
162.159.136.234 10.0.2.16 443 59920 6,1480,1480,11840,0,0,8,280,272,549,0,5920,5920,messaging_apps
162.159.135.232 10.0.2.16 443 52332 6,40,512,1361,0,472,95,100000,99905,422593,472,420,941,messaging_apps
162.159.135.234 10.0.2.16 443 59284 6,40,335,1068,30,254,59246,100000,40754,659246,295,725,343,messaging_apps
10.0.2.16 162.159.135.234 50972 443 6,40,630,910,0,590,3,100000,99997,119872,590,750,160,messaging_apps
162.159.130.234 10.0.2.16 443 56928 6,79,291,1065,38,212,100000,407334,307334,1307334,212,582,483,messaging_apps
10.0.2.16 162.159.136.232 45788 443 6,40,1500,4244,0,860,206,100000,99794,461920,1460,2505,1739,messaging_apps
162.159.136.232 10.0.2.16 443 50620 6,40,533,1382,0,493,113,100000,99887,446319,493,421,961,messaging_apps
162.159.128.233 10.0.2.16 443 36168 6,40,460,1318,0,420,62,100000,99938,429560,420,425,893,messaging_apps
162.159.134.234 10.0.2.16 443 40876 6,40,387,1155,18,305,77827,276005,198178,1164705,347,676,479,messaging_apps
162.159.130.234 10.0.2.16 443 50024 6,40,1480,7713,0,1141,106,18317,18211,24628,1440,5814,1899,messaging_apps
10.0.2.16 162.159.136.232 50332 443 6,40,1470,3020,0,1430,287,100000,99713,335269,1430,849,2171,messaging_apps
10.0.2.16 162.159.135.234 45722 443 6,40,40,320,0,0,100000,423145,323145,1695544,0,160,160,messaging_apps
162.159.135.232 10.0.2.16 443 51376 6,40,568,879,0,528,438,11695,11257,38620,528,160,719,messaging_apps
162.159.138.232 10.0.2.16 443 40822 6,40,1480,4348,0,1002,127,100000,99873,236492,1440,3478,870,messaging_apps
162.159.138.232 10.0.2.16 443 57914 6,40,1480,8960,0,1440,120,40842,40722,58091,1440,3040,5920,messaging_apps
10.0.2.16 162.159.138.232 50658 443 6,40,899,3239,610,859,77037,100000,22963,662637,859,1808,1431,messaging_apps
162.159.135.232 10.0.2.16 443 46926 6,40,1480,3583,0,1245,82,100000,99918,342732,1440,2178,1405,messaging_apps
162.159.136.234 10.0.2.16 443 57088 6,40,354,1131,42,229,65170,101280,36110,666896,314,720,411,messaging_apps
10.0.2.16 162.159.136.234 57088 443 6,40,82,362,0,42,66467,100111,33644,666865,42,160,202,messaging_apps
10.0.2.16 162.159.136.232 56308 443 6,40,1500,3863,0,1093,36,100000,99964,467948,1460,2055,1808,messaging_apps
10.0.2.16 162.159.133.234 45332 443 6,40,116,438,0,76,81735,100000,18265,681735,76,236,202,messaging_apps
162.159.128.233 10.0.2.16 443 48014 6,40,1480,4079,0,1142,148,100000,99852,389850,1440,2181,1898,messaging_apps
10.0.2.16 162.159.137.232 60980 443 6,40,1500,4243,0,858,47,100000,99953,411829,1460,2506,1737,messaging_apps
162.159.135.234 10.0.2.16 443 39944 6,40,358,1091,36,276,54102,572369,518267,1453581,318,742,349,messaging_apps
10.0.2.16 162.159.137.232 48918 443 6,40,1500,3289,0,1460,26,100000,99974,222153,1460,850,2439,messaging_apps
162.159.130.234 10.0.2.16 443 39394 6,1480,1480,11840,0,0,17,351,334,1274,0,5920,5920,messaging_apps
10.0.2.16 162.159.136.232 41838 443 6,40,1500,4243,0,858,41,100000,99959,435205,1460,2506,1737,messaging_apps
10.0.2.16 162.159.130.234 39430 443 6,40,116,472,0,76,7456,100000,92544,607456,76,312,160,messaging_apps
10.0.2.16 162.159.135.234 59878 443 6,40,171,527,0,131,325,56193,55868,80415,131,160,367,messaging_apps
162.159.135.232 10.0.2.16 443 52014 6,40,884,2054,288,844,72526,345614,273088,918285,844,759,1295,messaging_apps
162.159.135.234 10.0.2.16 443 53556 6,40,283,956,40,167,64474,556221,491747,2292526,243,618,338,messaging_apps
162.159.133.234 10.0.2.16 443 57692 6,40,332,1076,43,251,39153,616034,576881,1601001,292,714,362,messaging_apps
10.0.2.16 162.159.133.234 57692 443 6,40,82,362,0,42,55161,600000,544839,1555517,42,160,202,messaging_apps
10.0.2.16 162.159.135.234 46750 443 6,40,40,320,0,0,27,858,831,1997,0,160,160,messaging_apps
162.159.138.232 10.0.2.16 443 46528 6,40,1480,3829,0,1219,61,100000,99939,313677,1440,2158,1671,messaging_apps
10.0.2.16 162.159.133.234 45938 443 6,40,82,362,0,42,64051,100000,35949,664051,42,160,202,messaging_apps
10.0.2.16 162.159.133.234 49476 443 6,40,82,362,0,42,100000,100000,0,700000,42,160,202,messaging_apps
162.159.134.234 10.0.2.16 443 52036 6,40,273,837,0,178,851,100000,99149,512399,233,236,601,messaging_apps
10.0.2.16 162.159.136.232 48904 443 6,40,1500,3461,0,1424,32,100000,99968,405015,1460,1724,1737,messaging_apps
162.159.135.234 10.0.2.16 443 51990 6,40,391,1202,20,307,56876,100000,43124,656876,351,681,521,messaging_apps
162.159.138.232 10.0.2.16 443 45794 6,40,1480,3678,0,1336,320,100000,99680,338720,1440,2182,1496,messaging_apps
10.0.2.16 162.159.135.232 53534 443 6,40,1500,2957,0,1460,43,100000,99957,266994,1460,2311,646,messaging_apps
162.159.136.232 10.0.2.16 443 60542 6,40,1480,3778,0,1434,97,100000,99903,272718,1440,2184,1594,messaging_apps
162.159.136.232 10.0.2.16 443 49342 6,40,1480,3838,0,1279,115,100000,99885,248309,1440,3005,833,messaging_apps
10.0.2.16 162.159.135.234 39752 443 6,40,82,362,0,42,68841,100000,31159,668841,42,160,202,messaging_apps
162.159.128.233 10.0.2.16 443 50970 6,40,1480,3429,0,1440,68,100000,99932,323704,1440,2719,710,messaging_apps
162.159.136.232 10.0.2.16 443 41144 6,40,1480,7447,0,808,45,100000,99955,198512,1440,5920,1527,messaging_apps
10.0.2.16 162.159.138.232 51670 443 6,40,1500,2587,0,1460,60,100000,99940,215860,1460,935,1652,messaging_apps
10.0.2.16 162.159.138.232 37422 443 6,40,1500,4244,0,858,4125,100000,95875,403925,1460,2507,1737,messaging_apps
162.159.134.234 10.0.2.16 443 50750 6,40,1480,7659,0,1301,234,15228,14994,17331,1440,5920,1739,messaging_apps
10.0.2.16 162.159.137.232 58938 443 6,40,1500,2658,0,1460,108,100000,99892,263310,1460,937,1721,messaging_apps
10.0.2.16 162.159.128.233 37554 443 6,40,1500,2659,0,1460,52,100000,99948,246837,1460,937,1722,messaging_apps
162.159.134.234 10.0.2.16 443 51242 6,40,398,1299,5,358,89818,100000,10182,689818,358,684,615,messaging_apps
162.159.138.232 10.0.2.16 443 47566 6,40,1480,4260,0,966,43,100000,99957,250626,1440,2186,2074,messaging_apps
10.0.2.16 162.159.133.234 48498 443 6,40,116,438,0,76,60629,100000,39371,660046,76,236,202,messaging_apps
10.0.2.16 162.159.134.234 44766 443 6,40,82,362,0,42,62848,100000,37152,662848,42,160,202,messaging_apps
10.0.2.16 162.159.136.234 37018 443 6,40,116,438,0,76,65453,100000,34547,665453,76,278,160,messaging_apps
162.159.133.234 10.0.2.16 443 54730 6,40,1480,7664,0,1296,16,100000,99984,111174,1440,5920,1744,messaging_apps
10.0.2.16 162.159.135.234 43942 443 6,40,83,363,0,43,100000,100000,0,700000,43,160,203,messaging_apps
10.0.2.16 162.159.133.234 58030 443 6,40,82,362,0,42,59287,100000,40713,659287,42,160,202,messaging_apps
10.0.2.16 162.159.134.234 50086 443 6,40,40,320,0,0,15,261,246,695,0,160,160,messaging_apps
162.159.138.232 10.0.2.16 443 48160 6,40,1480,3198,0,857,80,100000,99920,252902,1440,2183,1015,messaging_apps
10.0.2.16 162.159.136.232 47416 443 6,40,1500,2953,0,1460,88,100000,99912,203680,1460,850,2103,messaging_apps
162.159.135.232 10.0.2.16 443 38784 6,40,1480,4280,0,942,75,100000,99925,307342,1440,2182,2098,messaging_apps
162.159.136.234 10.0.2.16 443 45424 6,40,369,1226,39,265,50273,100000,49727,634622,329,832,394,messaging_apps
162.159.134.234 10.0.2.16 443 43348 6,40,329,1144,4,172,58404,100000,41596,658404,289,709,435,messaging_apps
162.159.134.234 10.0.2.16 443 45052 6,40,342,1105,46,259,71926,100000,28074,671926,302,731,374,messaging_apps
10.0.2.16 162.159.128.232 59146 443 6,40,124,617,0,84,734,12949,12215,55792,84,426,191,messaging_apps
10.0.2.16 162.159.133.234 52968 443 6,40,82,362,0,42,61994,100000,38006,652879,42,160,202,messaging_apps
10.0.2.16 162.159.133.234 60520 443 6,40,83,363,0,43,54314,100000,45686,654314,43,203,160,messaging_apps
10.0.2.16 162.159.135.234 46124 443 6,40,116,396,0,76,87663,100000,12337,687663,76,236,160,messaging_apps
162.159.136.232 10.0.2.16 443 59996 6,40,1480,3518,0,1151,173,100000,99827,244676,1440,2207,1311,messaging_apps
